#	Labrune - C:\Users\FH\OneDrive\Games\NFSCO\Project Localization\Organiaztion\vanilla_loc\LANGUAGE\brportuguese_Frontend.bin
#	File created on: 19.04.2026 17:30:24
#
#Chunk	Hash (HEX)	Label	Value
# ---------------------------------------------------------------------------------------------------------
# Chunk 0 - Frontend
0	02D2136C	0x02D2136C	ESPESSURA DO PNEU - TRASEIRO
0	02D2136D	0x02D2136D	MARCA DO PNEU - FRONTAL
0	02D2136E	0x02D2136E	MARCA DO PNEU - TRASEIRO
0	03158322	0x03158322	Harada Spec Z31
0	AUTO	MC_CONFIRM_CREATE_PROFILE	Criar novo perfil? Caso não criar, mudanças poderão ser perdidas.
0	03B767D5	0x03B767D5	SUNROOF
0	03B767D6	0x03B767D6	TYPE 1
0	03B767D7	0x03B767D7	TYPE 2
0	03B767D8	0x03B767D8	TYPE 3
0	03B83203	0x03B83203	ORIGINAL
0	AUTO	CHAL_SELECT_CREW_MODE	Selecione o Desafio
0	AUTO	CUST_PARTS_WHEELS_TITLE	*RODAS*
0	AUTO	MARKER_NAME_TRANSMISSION	Melhorias de Transmissão Únicas
0	04875A65	0x04875A65	*STANCE*
0	04B36260	0x04B36260	Nissan Silvia S14
0	04F5C91B	0x04F5C91B	FIBRA DE CARBONO
0	04FB531F	0x04FB531F	TIPO 01
0	04FB5320	0x04FB5320	TIPO 02
0	04FB5321	0x04FB5321	TIPO 03
0	04FB5322	0x04FB5322	TIPO 01 FC
0	04FB5323	0x04FB5323	TIPO 02 FC
0	04FB5324	0x04FB5324	TIPO 03 FC
0	04FBDFE2	0x04FBDFE2	C-WEST 2
0	04FBDFE3	0x04FBDFE3	EXTREME DIMENSIONS 2
0	04FBDFE4	0x04FBDFE4	EREBUNI CORP 3
0	04FBDFE5	0x04FBDFE5	C-WEST 3
0	04FBDFE6	0x04FBDFE6	DELETAR AEROFÓLIO
0	054E081B	0x054E081B	PINTURA DO CAPÔ
0	AUTO	CUST_VINYLS_COLOUR_TITLE	*COR DO VINIL*
0	AUTO	CARNAME_DODGE_VINTAGE_CHARGER69	Dodge Charger R/T
0	AUTO	SHOPPING_CART_DLG_NO_CASH	Você não tem dinheiro o suficiente para todas estas partes. Remova itens do carrinho.
0	AUTO	CARNAME_MERCEDES_CLK500	Mercedes-Benz CLK 500
0	07E2F2AC	0x07E2F2AC	GIOVANNA
0	AUTO	LANG_FINNISH	Final
0	AUTO	MARKER_NAME_DESCRIPTION_HUD	Uma melhoria de medidor personalizado única em qualquer um dos seus carros.
0	AUTO	MARKER_NAME_DESCRIPTION_NOS	Uma melhoria de nitro única em qualquer um dos seus carros.
0	AUTO	STAT_PERC_AS_POLICE	%% Como Policial
0	AUTO	HELP_RACE	Corrida
0	08924468	0x08924468	8 CARACTERES
0	08924469	0x08924469	9 CARACTERES
0	AUTO	RC_WIN_05_CAREER_RACES_DESCRIPTION	Precisa Vencer 5 Corridas no modo Carreira
0	AUTO	CHAL_SOLO_CHALLENGE	Solo
0	09FDFF62	0x09FDFF62	COR DO ARO TRASEIRO
0	0A07020A	0x0A07020A	TOYO PROXES TQ
0	0A19C5E0	0x0A19C5E0	Honda S2000
0	0A27A18E	0x0A27A18E	EUROPA
0	AUTO	MENU_MAIN_TITLE_CAREER	*CARREIRA*
0	0A7D2C17	0x0A7D2C17	*BRILHO EMBAIXO*
0	AUTO	STAT_NUM_TIMES_BUSTED	Número de Prisões Sofridas
0	AUTO	CUST_PARTS_WHEELS	RODAS
0	0B4ED0A5	0x0B4ED0A5	ESTILO 01
0	0B4ED0A6	0x0B4ED0A6	ESTILO 02
0	0B4ED0A7	0x0B4ED0A7	ESTILO 03
0	0B4ED0A8	0x0B4ED0A8	ESTILO 04
0	0B4ED0A9	0x0B4ED0A9	ESTILO 05
0	AUTO	STAT_NUM_CREW_MEMEBERS_HIRED	Membros da Equipe Contratados
0	AUTO	MARKER_NAME_DESCRIPTION_CASH	Você acabou de ganhar um extra de %$d em dinheiro.
0	AUTO	MARKER_NAME_DESCRIPTION_HOOD	Uma melhoria de capô única em qualquer um dos seus carros.
0	AUTO	MARKER_NAME_DESCRIPTION_RIMS	Uma melhoria de roda única em qualquer um dos seus carros.
0	AUTO	MARKER_NAME_DESCRIPTION_TIRE	Uma melhoria de pneu única em qualquer um dos seus carros.
0	0BF01B13	0x0BF01B13	VOLK
0	AUTO	PART_KIT01_FRONT_BUMPER	STAG
0	AUTO	LANG_HUNGARIAN_NO_TRANSLATION	MAGYAR
0	AUTO	MC_CREATE	Criar
0	AUTO	CUST_RIDE_HEIGHT_DROP	Rebaixamento
0	0E2DD83F	0x0E2DD83F	VEILSIDE 2
0	0E364989	0x0E364989	TENZO
0	AUTO	HELP_CAREER_CONTROLS	Controles de Carreira
0	AUTO	PART_KIT07_SKIRT	SLIPSTREAM
0	0EBDE891	0x0EBDE891	DIFUSOR
0	AUTO	MENU_CREW_STYLE	ESTILO DA EQUIPE
0	AUTO	POST_RACE_PURSUIT_STATS	Estátísticas da Perseguição
0	AUTO	MC_DELETE	Deletar
0	AUTO	MENU_QUICKRACE_GHOST_TIME	Pontuação da Sombra
0	AUTO	CUST_VINYL_GRADIENT_0_0	DEGRADÊ 0
0	AUTO	CUST_VINYL_GRADIENT_1_0	DEGRADÊ 1
0	0FE53A90	0x0FE53A90	*PLACA*
0	AUTO	RC_NAME_104	10 Policiais
0	103C5451	0x103C5451	SPEEDHUNTERS
0	108E573A	0x108E573A	LOJA DE BRILHO
0	109F5F3B	0x109F5F3B	CAPÔ
0	AUTO	LANG_SWEDISH	Swedish
0	AUTO	PART_KIT07_REAR_BUMPER	SLIPSTREAM
0	AUTO	MARKER_NAME_PAINT	Melhorias de Pintura Únicas
0	AUTO	GAME_OVER_WINGMEN_BUSTED_DESC	Todos os seus parceiros foram presos e você não tem dinheiro para soltá-los.
0	12B1B22B	0x12B1B22B	ROCKETBUNNY
0	13C3C69F	0x13C3C69F	EREBUNI CORP.
0	AUTO	CUST_VINYL_INNER_GLOW_0	BRILHO INTERNO
0	AUTO	MARKER_NAME_BRAKES	Melhorias de Freio Únicas
0	AUTO	CUST_VINYL_GROUP_CAMOUFLAGE	CAMUFLAGEM
0	1439C4FB	0x1439C4FB	CORRIDA
0	AUTO	CARNAME_JAGUAR_XK	Jaguar XK
0	14578D11	0x14578D11	CALIPER
0	AUTO	DEF_RACE_INFO_OWNERSHIP	Dominação:
0	AUTO	CUST_PERF_MENU_TIRES	PNEUS
0	AUTO	CUST_PERF_MENU_TURBO	TURBO
0	AUTO	CUST_PERF_MENU_TRANSMISSION	TRANSMISSÃO
0	153BA2E8	0x153BA2E8	BRIDE BRANCO
0	AUTO	CARNAME_PORSCHE_CARRERA_GT	Porsche Carrera GT
0	AUTO	MARKER_NAME_CHASSI	Melhorias de Suspensão Únicas
0	AUTO	STAT_INFRACTIONS_TOTAL	Infrações (Total)
0	15C23769	0x15C23769	STOCK CF
0	15C2376A	0x15C2376A	SLEEPY
0	15C2376B	0x15C2376B	SLEEPY CF
0	15C2376E	0x15C2376E	NON-POPUP
0	15C2376F	0x15C2376F	NON-POPUP CF
0	AUTO	MARKER_NAME_DESCRIPTION_PINKSLIP	Você acabou de ganhar o documento do carro do corredor Chefão. Na próxima vez que você for ao seu Esconderijo, verá o carro esperando por você.
0	AUTO	CAR_SELECT_BUY_CAR	Comprar Carro
0	16F4ECEA	0x16F4ECEA	LAMBO DOORS
0	AUTO	CAR_SELECT_DIALOG_GARAGE_FULL_NOTIFICATION	Sua garagem está lotada. Você tem que vender um de seus carros para adicionar outro.
0	AUTO	CHAL_CREW_CHALLENGE	Desafio Co-Op
0	AUTO	MARKER_NAME_DECALS	Melhorias de Adesivos Únicas
0	AUTO	MENU_CAREER_SAVE_LOAD	SALVAR
0	AUTO	CARNAME_BMW_M3_GTRE46	BMW M3 GTR
0	AUTO	LANG_POLISH_NO_TRANSLATION	POLSKI
0	AUTO	STAT_TOTAL_CASH	Dinheiro Total
0	AUTO	CHALLENGE_SERIES_DESC_079	Derrote um oponente fácil em um Duelo no Canyon em Journeyman's Bane.
0	AUTO	CHALLENGE_SERIES_DESC_080	Derrote um oponente médio em um Duelo no Canyon em Gold Valley.
0	AUTO	CHALLENGE_SERIES_DESC_081	Derrote um oponente difícil em um Duelo no Canyon em Eternity Pass.
0	AUTO	CHALLENGE_SERIES_DESC_082	Vença uma Corrida no Canyon em Gold Valley contra uma oposição fácil.
0	AUTO	CHALLENGE_SERIES_DESC_083	Vença uma Corrida no Canyon em Copper Ridge contra uma oposição média.
0	AUTO	CHALLENGE_SERIES_DESC_084	Vença uma Corrida no Canyon em Deadfall Junction contra uma oposição difícil.
0	AUTO	CHALLENGE_SERIES_DESC_085	Complete o Ponto de Controle de Eskuri Plaza em menos de 3:44 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_086	Complete o Ponto de Controle de Rabinowitz Drive em menos de 3:02 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_087	Complete o Ponto de Controle de Blackwell Road em menos de 3:21 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_088	Complete o Ponto de Controle de Lofty Heights em menos de 2:39 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_089	Complete o Ponto de Controle de Knife's Edge em menos de 1:25 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_090	Complete o Ponto de Controle de Desperation Ridge em menos de 1:55 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_091	Marque mais de 25,000 PTS neste Drift no Canyon para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_092	Marque mais de 100,000 PTS neste Drift no Canyon para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_093	Marque mais de 150,000 PTS neste Drift no Canyon para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_094	Escape da perseguição após pelo menos %s minutos para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_095	Escape da perseguição após pelo menos %s minutos para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_096	Escape da perseguição após pelo menos %s minutos para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_097	Destrua pelo menos %s veículos policiais e escape da perseguição para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_098	Destrua pelo menos %s veículos policiais e escape da perseguição para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_099	Destrua pelo menos %s veículos policiais e escape da perseguição para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_100	Vença uma Corrida de Circuito em Dover St. contra uma oposição fácil.
0	AUTO	CHALLENGE_SERIES_DESC_101	Vença uma Corrida de Circuito em Ocean View contra uma oposição média.
0	AUTO	CHALLENGE_SERIES_DESC_102	Vença uma Corrida de Circuito em Starlight Street contra uma oposição difícil.
0	AUTO	CHALLENGE_SERIES_DESC_103	Vença o Ponta a Ponta de Condo Row contra uma oposição fácil.
0	AUTO	CHALLENGE_SERIES_DESC_104	Vença o Ponta a Ponta de Kings Park contra uma oposição média.
0	AUTO	CHALLENGE_SERIES_DESC_105	Vença o Ponta a Ponta de Canmor Road contra uma oposição difícil.
0	AUTO	CHALLENGE_SERIES_DESC_106	Marque mais de 50,000 PTS neste Drift para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_107	Marque mais de 140,000 PTS neste Drift para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_108	Marque mais de 250,000 PTS neste Drift para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_109	Vença a Corrida de Radar de Million Dollar Run contra uma oposição fácil.
0	AUTO	CHALLENGE_SERIES_DESC_110	Vença uma Corrida de Radar em Infinity Park contra uma oposição média.
0	AUTO	CHALLENGE_SERIES_DESC_111	Vença uma Corrida de Radar em Eskuri Way contra uma oposição difícil.
0	AUTO	CHALLENGE_SERIES_DESC_112	Vença as Guerras de Corrida do Centro contra uma oposição fácil.
0	AUTO	CHALLENGE_SERIES_DESC_113	Vença as Guerras de Corrida de Fortuna contra uma oposição média.
0	AUTO	CHALLENGE_SERIES_DESC_114	Vença as Guerras de Corrida de Silverton contra uma oposição difícil.
0	AUTO	LANG_GERMAN_NO_TRANSLATION	DEUTSCH
0	18EA4BBA	0x18EA4BBA	TUSCANI FC
0	AUTO	OL_BUTTON_TIME_PERIOD	Periodo de Tempo
0	AUTO	CLASS_TUNER_DESCRIPTION	Tuners dominam as curvas com seu controle responsivo. ^Porém, eles tem problemas nas retas. Com toda essa aderência, é melhor manter o acelerador^ no chão nas curvas enquanto assiste seus oponentes sumirem.
0	19ADF87F	0x19ADF87F	Nissan Fairlady 240ZG71
0	AUTO	CUST_VISUAL_RIMS_WARNING	A roda precisa ser personalizada para ser pintada.
0	AUTO	STAT_COPS_DISABLED_SINGLE	Policiais Destruídos (Perseguição Única)
0	AUTO	CUST_MAINMENU_RIDE_HEIGHT	REBAIXAMENTO
0	AUTO	MARKER_NAME_ENGINE	Melhorias de Motor Únicas
0	AUTO	MC_PROMPT_SAVE_PROFILE	Ativar o Auto-Salvamento e salvar seu perfil?
0	1B4ABC97	0x1B4ABC97	INGS+1
0	AUTO	LANG_SPANISH_NO_TRANSLATION	ESPAÑOL
0	AUTO	CUST_PARTS_TOP_TITLE	*TETO*
0	1C920DE0	0x1C920DE0	VERDE
0	1C920DE1	0x1C920DE1	VERDE LIMÃO
0	1C920DE2	0x1C920DE2	CIANO
0	1C920DE3	0x1C920DE3	AZUL
0	1C920DE4	0x1C920DE4	AMARELO
0	1C920DE5	0x1C920DE5	LARANJA
0	1C920DE6	0x1C920DE6	ROSA
0	1C920DE7	0x1C920DE7	ROXO
0	1C920DE8	0x1C920DE8	SMOKED
0	1CA55506	0x1CA55506	ESTILO 02
0	AUTO	CARNAME_FORD_MUSTANGGT	Ford Mustang GT
0	1D991491	0x1D991491	ORIGIN LAB
0	AUTO	STAT_KNOCKOUT_WINS	Vitórias em Eliminação
0	1DE37E49	0x1DE37E49	SEM MARCA
0	1E264CDE	0x1E264CDE	Porsche 911 GT2
0	AUTO	SECONDARY_ROLE_HEAT_MAGNET_DESC	DELETAR
0	1E437436	0x1E437436	INGS +1
0	AUTO	CREW_VINYL_WARNING	Aviso:^ Se você remover este vinil não será possível reinstalar. Continuar?
0	1ED63303	0x1ED63303	VORTEX GENERATOR
0	AUTO	MENU_CAREER_CREW	EQUIPE
0	AUTO	MENU_CAREER_LOAD	CARREGAR
0	AUTO	CUST_PARTS_REARBUMPER	PARA-CHOQUE TRASEIRO
0	1F6F93CB	0x1F6F93CB	SPARCO PRETO
0	AUTO	CUST_CHANGE_PAINT_SWATCH	Mudar Material
0	AUTO	SHOPPING_CART_DLG_DELETE_ALL	Esvaziar seu carrinho?
0	AUTO	DEBUG_ARRAYSCROLLER	Array Scroller
0	AUTO	STAT_PEAK_SCORE	Pontuação Máxima
0	2039FBD3	0x2039FBD3	AEROFÓLIO BASE
0	AUTO	PART_KIT10_REAR_BUMPER	CLASSIC
0	AUTO	STAT_BEST_PERCENT_AS_RACER	Melhor Percentual como Piloto
0	AUTO	CARNAME_LAMBORGHINI_GALLARDO	Lamborghini Gallardo
0	212CF1BB	0x212CF1BB	BOMEX
0	AUTO	STAT_BOUNTY_SINGLE	Recompensa (Perseguição Única)
0	AUTO	MC_AUTOSAVE_WARNING2_XENON	POR FAVOR, NÃO DESLIGUE SEU XBOX 360 ENQUANTO O ICONE DE AUTOSAVE ESTIVER NA TELA.
0	AUTO	VINYLS_MEMORY_WARNING	Máximo número de vinis atingido*
0	AUTO	CUST_EXHAUST_WARNING	Requer para-choque modificado
0	222465F6	0x222465F6	TUSCANI
0	AUTO	CUST_PARTS_ROOFSCOOPS	ENTRADAS DE AR
0	AUTO	PART_KIT04_REAR_BUMPER	BORRILLO
0	AUTO	OL_SUBTITLE_GAME_TAG	Gamertag
0	22F748BD	0x22F748BD	ASSENTO ESQUERDO
0	23688F9D	0x23688F9D	AEROCRAFT KAZE
0	AUTO	MC_AUTOSAVE_WARNING2_PS2	POR FAVOR, NÃO DESLIGUE SEU PS2 OU REMOVA SEU Memory Card ENQUANTO O ICONE DE AUTOSAVE ESTIVER NA TELA.
0	AUTO	MC_AUTOSAVE_WARNING2_PS3	POR FAVOR, NÃO DESLIGUE SEU COMPUTADOR OU REMOVA SEU HDD/SSD ENQUANTO O ICONE DE AUTO-SALVAMENTO ESTIVER NA TELA.
0	AUTO	CUST_PAINT_GROUP_CANDY	DOCE
0	AUTO	CUST_PAINT_GROUP_GLOSS	BRILHANTE
0	AUTO	CUST_PARTS_SPOILERS_TITLE	*AEROFÓLIO*
0	AUTO	COMMON_RACETYPE_PURSUIT_TAG	Pega de Perseguição
0	AUTO	CUST_PAINT_GROUP_MATTE	FOSCO
0	AUTO	OL_BUTTON_RACE_TYPE	Tipo de Corrida
0	24AF1D47	0x24AF1D47	ECLIPSE
0	AUTO	CROSS_SELL_MADDEN07	MADDEN NFL 07
0	AUTO	CUST_PAINT_GROUP_PEARL	PEROLADO
0	24DF8399	0x24DF8399	ROCKET BOSS
0	25270DEE	0x25270DEE	CORRIDA
0	AUTO	QR_NOT_ONLINE_FOR_GHOST	Você precisa estar conectado à sua conta EA para baixa uma sombra do Placar mundial.
0	253F1A60	0x253F1A60	SPEEDHUNTERS
0	25A6AA1C	0x25A6AA1C	BOMEX
0	AUTO	TITLE_STATISTICS	*ESTATÍSTICAS*
0	25D5E9F5	0x25D5E9F5	SPEEDHUNTERS
0	AUTO	STAT_HIGHEST_FINE	Maior Multa
0	AUTO	EA_TRAX_CAR_CLASS_FILTER_USE	Específico por Classe
0	262932F7	0x262932F7	TSW
0	AUTO	WII_OPT_ERROR	An error has occurred. Turn the power off and refer to the Nintendo Wii console Instruction Booklet for further instructions.
0	AUTO	MC_AUTOSAVE_WARNING_XBOX	POR FAVOR, NÃO DESLIGUE SEU XBOX 360 ENQUANTO O ICONE DE AUTOSAVE ESTIVER NA TELA.
0	AUTO	WINGMAN_DESC_RACE_SAMSON	+10%% de dinheiro por vitória.
0	26E0C84C	0x26E0C84C	COVERED
0	26E154AD	0x26E154AD	CUSTOM
0	26E154AE	0x26E154AE	HKS
0	26E154AF	0x26E154AF	GREDDY
0	26E154B0	0x26E154B0	BLITZ
0	26E154B1	0x26E154B1	NISMO
0	26E154B2	0x26E154B2	TURBONETICS
0	26E154B3	0x26E154B3	TURBO R
0	271E8665	0x271E8665	BRIDE LARANJA CLARO
0	AUTO	CUST_VINYL_GROUP_PINSTRIPE	PINSTRIPES
0	AUTO	PART_KIT04_SKIRT	BORRILLO
0	280F37AC	0x280F37AC	ROTOR 4
0	AUTO	CHAL_CREW_MODE_ONLINE	Online
0	AUTO	PART_WHEEL_GIOVANNA_1	GIOVANNA BRAKE
0	AUTO	PART_WHEEL_GIOVANNA_2	GIOVANNA GELLO
0	AUTO	PART_WHEEL_GIOVANNA_3	GIOVANNA ARARAT
0	AUTO	FABRICATOR_2_POPUP	Adicionar Colin a sua equipe permitirá a transformação destas peças.
0	AUTO	PART_WHEEL_ADR_1	ADR ADRENALINE
0	AUTO	PART_WHEEL_ADR_2	ADR EMPIRE
0	AUTO	PART_WHEEL_ADR_3	ADR GT-SPORT
0	AUTO	PART_WHEEL_ADR_4	ADR M SPORT
0	AUTO	PART_WHEEL_ADR_5	ADR SOKUDO8
0	AUTO	PART_WHEEL_BBS_1	BBS GT
0	AUTO	PART_WHEEL_BBS_2	BBS RS GT
0	AUTO	PART_WHEEL_BBS_3	BBS LM
0	AUTO	PART_WHEEL_BBS_4	BBS CH
0	AUTO	PART_WHEEL_BBS_5	BBS RK
0	AUTO	PART_WHEEL_BBS_6	BBS RX
0	AUTO	QR_ERROR_DOWNLOADING_GHOST_DATA	Erro ao baixar Sombra
0	AUTO	PART_WHEEL_HRE_1	HRE 943R
0	AUTO	PART_WHEEL_HRE_2	HRE 541R
0	AUTO	PART_WHEEL_HRE_3	HRE 549R
0	29295A91	0x29295A91	TUSCANI
0	AUTO	OL_BUTTON_PLAYER_FILTER	Filtrar Jogadores
0	AUTO	MENU_QUICKRACE_OPTIONS_WINGMEN	Membro de Equipe
0	AUTO	PART_WHEEL_TSW_1	TSW MONDELLO
0	AUTO	PART_WHEEL_TSW_2	TSW ROCKET 5
0	AUTO	PART_WHEEL_TSW_3	TSW LAGUNA
0	2BD2540D	0x2BD2540D	STOCK CF
0	2BD2540E	0x2BD2540E	STOCK SMOKED
0	2BD2540F	0x2BD2540F	STOCK PAINTABLE
0	AUTO	ON_ERROR_BAD_USERNAME	The user name is invalid. It must be 4 non-space characters up to 14 characters long including spaces. Letters, numbers, and spaces are acceptable characters.
0	AUTO	STAT_COST_TO_STATE_SINGLE	Custo para o Estado (Perseguição Única)
0	2C556EFE	0x2C556EFE	ESTILO 01 FC
0	2C55FB5F	0x2C55FB5F	ESTILO 02 FC
0	2C5687C0	0x2C5687C0	ESTILO 03 FC
0	AUTO	CHAL_SPLIT_MODE_TRANSMISSION_PROMPT	%s, transmissão Manual ou Automática?
0	AUTO	WINGMAN_DESC_CAREER_NEVILLE	Bônus de 200 em dinheiro por vitória.
0	2CA0B410	0x2CA0B410	DIVISOR/SPLITTER
0	AUTO	MARKER_CATEGORY_DESC_PARTS	Esses cartões podem incluir qualquer coisa, desde Kits de Carroceria, Scoops de Teto, Rodas, Capôs e atualizações de Aerofólio.
0	AUTO	MC_CONFIRM_CREATE_PROFILE_AUTOLOGIN	Create a new alias to store auto-login information?
0	AUTO	CREW_MENU_VIEW_BIO_VIDEO	Ver Vídeo
0	2D6D1C1B	0x2D6D1C1B	SCISSOR
0	2D79F43B	0x2D79F43B	SPEEDHUNTERS
0	AUTO	STAT_BEST_DRIFT_DISTANCE	Maior Distância em Drift
0	2E4BAB87	0x2E4BAB87	ADESIVO FRONTAL
0	AUTO	CARNAME_RENAULT_CLIO	Renault Clio V6
0	AUTO	ON_PC_MSG_GAMESETUP_INSTRUCTION	The Game Setup Screen is where you can send private Game Invites to Friends, select cars, and chat with other players. The Game Leader can set the game options then press SPACE to proceed into the Game Room. The Game Room allows other Online players to join before the race begins.
0	AUTO	STAT_PERC_AS_RACER	%% Como Piloto
0	AUTO	CARNAME_TOYOTA_SUPRA	Toyota Supra
0	2F53497B	0x2F53497B	RECARO LARANJA CLARO
0	AUTO	CUST_PARTS_DIALOG_TITLE	Selecione uma peça padrão ou peça AutoSculpt
0	AUTO	MC_CONFIRM_DESTRUCTIVE_LOAD	Carregar um perfil pode resultar em progresso não salvo ser perdido. Prosseguir?
0	AUTO	RC_WIN_25_CAREER_RACES_DESCRIPTION	Precisa Vencer 25 Corridas no modo Carreira
0	2FD10E4A	0x2FD10E4A	PTG EVO
0	2FD12A65	0x2FD12A65	LIP
0	2FD12BD7	0x2FD12BD7	LIGHTWEIGHT
0	AUTO	CUST_PARTS_TOP	TETO
0	AUTO	CUST_PARTS_EXHAUST	ESCAPAMENTO
0	AUTO	RC_WIN_10_CAREER_RACES_DESCRIPTION	Precisa Vencer 10 Corridas no modo Carreira
0	31428DB2	0x31428DB2	ORIGIN LABS
0	31C40635	0x31C40635	VOLK
0	AUTO	CUST_PARTSELECT_TITLE	*TRANSFORMAR PEÇA*
0	326EAD47	0x326EAD47	SPARCO LARANJA CLARO
0	AUTO	CHAL_HEADER_BRONZE	Bronze
0	AUTO	CUST_VINYL_GROUP_DECALS	ADESIVOS
0	33791676	0x33791676	BRILHO EMBAIXO
0	AUTO	CUST_PARTS_RIMS	RODAS
0	33831B53	0x33831B53	ESTÁGIO 01
0	AUTO	PERFORMANCE_TUNE_HELP_SUPERCHARGER	Ajustar os componentes do supercharger permite controlar o tamanho dele. Ajuste com componentes menores para permitir que o supercharger produza energia mais rapidamente, mas resulte em menos energia em RPM's altas, ou ajuste com componentes maiores para permitir que o supercharger demore mais para produzir energia, mas resulte em um aumento de potência maior.
0	AUTO	MC_AUTOSAVE_WARNING_SPA_PS2	POR FAVOR, NÃO DESLIGUE ENQUANTO O ICONE DE AUTO-SALVAMENTO ESTIVER NA TELA.
0	AUTO	MC_AUTOSAVE_WARNING_SPA_PS3	POR FAVOR, NÃO DESLIGUE ENQUANTO O ICONE DE AUTO-SALVAMENTO ESTIVER NA TELA.
0	345C0654	0x345C0654	VEILSIDE
0	AUTO	PART_KIT01_REAR_BUMPER	STAG
0	AUTO	MENU_CAR_CLASS_MODE_TEST_RACE	Corrida de Teste
0	AUTO	PART_KIT06_FRONT_BUMPER	CHICANE
0	AUTO	EA_TRAX_CAR_CLASS_FILTER_DO_NOT_USE	Todas as Faixas
0	AUTO	LANG_MEXICAN_NO_TRANSLATION	ESPAÑOL
0	AUTO	CUST_VINYL_GROUP_SPECIAL	ESPECIAL
0	AUTO	NGC_ALIAS_MAX	Você chegou no número máximo de perfis. Continuar?
0	AUTO	MENU_MAIN_CAREER	CARREIRA
0	AUTO	CUST_VISUAL_NOLAYERS	ADICIONE UMA CAMADA
0	AUTO	MENU_MAIN_CHALLENGE	SÉRIE DE DESAFIOS
0	AUTO	CHAL_UNLOCK_REQUIREMENT	Complete %s %s para desbloquear este desafio.
0	AUTO	QR_INFO_CAR_NAME	Carro
0	AUTO	QR_INFO_CAR_TYPE	Tipo
0	AUTO	CUST_VINYL_GROUP_BONUS	BÔNUS
0	AUTO	CHAL_CREW_MODE_SPLIT	Multijogador
0	AUTO	STAT_CARS_SOLD	Número de Carros Vendidos
0	38B54D49	0x38B54D49	TOYO TIRES
