#	Labrune - C:\Users\FH\OneDrive\Games\NFSCO\Project Localization\Organiaztion\vanilla_loc\LANGUAGE\brportuguese_Global.bin
#	File created on: 19.04.2026 17:30:34
#
#Chunk	Hash (HEX)	Label	Value
# ---------------------------------------------------------------------------------------------------------
# Chunk 0 - Global
0	02F94B7E	0x02F94B7E	STREETGLOW
0	02F94EDC	0x02F94EDC	TOMMYKAIRA
0	02F95090	0x02F95090	TENZO R
0	02F9523E	0x02F9523E	NFS UNDERGROUND
0	02F9540B	0x02F9540B	UNITRONIC
0	02F95745	0x02F95745	VEILSIDE
0	02F95C5D	0x02F95C5D	WISECO
0	03091F2B	0x03091F2B	EREBUNI CORP.
0	031CCE39	0x031CCE39	Acura NSX
0	AUTO	UNLOCKABLE_INFINITE_SPEEDBREAKER	SpeedBreaker INFINITO!
0	AUTO	VINYL_PART_AFTERMARKET_CLUTCHMASTERS	CLUTCHMASTERS
0	AUTO	LANG_RUSSIAN_NO_TRANSLATION	C??:89
0	03B73F4B	0x03B73F4B	VARIS
0	AUTO	VINYL_PART_AFTERMARKET_KAIZER	KAIZER
0	AUTO	VINYL_PART_AFTERMARKET_NEUSPEED	NEUSPEED
0	AUTO	OPTIONS_PC_MOTION_BLUR	Desf. de Movimento
0	AUTO	VINYL_PART_AFTERMARKET_CASTROLSYNTEC	CASTROL SYNTEC
0	04B36261	0x04B36261	Nissan Silvia S15
0	AUTO	SMS_MESSAGE_042_SUBJECT	PRESSÃO DA ZONA
0	AUTO	VINYL_PART_LOGO_CAR	TURBO
0	AUTO	VINYL_PART_LOGO_COP	ESCUDO
0	AUTO	VINYL_PART_LOGO_CUP	TROFÉU
0	AUTO	VINYL_PART_LOGO_RAM	CABRA
0	AUTO	VINYL_PART_LOGO_WMD	FOGUETE
0	AUTO	ONLINE_XP_REWARD_UNLOCKED	Reached Online XP Level %d! You have unlocked: %s
0	AUTO	VINYL_PART_LOGO_PHOENIX	FÊNIX
0	AUTO	CUST_ROTATECAMERA	Rotacionar
0	AUTO	VINYL_PART_NF_HUNGARY	HUNGRIA
0	AUTO	SUBTITLES_DEMO_MOVIE_1	Não esperava que aparecesse de novo
0	AUTO	SUBTITLES_DEMO_MOVIE_2	As coisas mudaram por aqui. Esse lugar é um campo de batalha.
0	AUTO	SUBTITLES_DEMO_MOVIE_3	Tuners
0	AUTO	SUBTITLES_DEMO_MOVIE_4	Muscles
0	AUTO	SUBTITLES_DEMO_MOVIE_5	Exóticos
0	AUTO	SUBTITLES_DEMO_MOVIE_6	Equipes lutando por território na cidade
0	AUTO	SUBTITLES_DEMO_MOVIE_7	E tudo é resolvido no desfiladeiro
0	AUTO	SUBTITLES_DEMO_MOVIE_8	Mas você nunca sobreviverá
0	AUTO	SUBTITLES_DEMO_MOVIE_9	É, soube que voltou pra cidade. Quero saber quando vai sumir.
0	AUTO	UNLOCKABLE_RHINO	SUV Rhino desbloqueado no modo 'Corrida Rápida'!
0	AUTO	WM_LEGEND_EVENT	Evento
0	AUTO	VINYL_PART_AFTERMARKET_LUNATI	LUNATI
0	AUTO	BUSTED_FIRST_TIME_MESSAGE	Você foi preso pelo Departamento de Polícia de Palmont City, e seu carro recebeu um strike de Apreensão. Você pode pagar as multas com dinheiro ou com um cartão 'Saia da Cadeia'.
0	AUTO	VINYL_PART_BOSS_BUSHIDO	CHEFE
0	AUTO	STATS_MAIN_PURSUIT_TITLE	*PERSEGUIÇÃO*
0	AUTO	ON_LOGIN_RETRIEVEPASS	LOST PASSWORD
0	AUTO	BOSS_AREA_CONQUERED_TEXT	*CONQUISTADO*
0	AUTO	TIP_PURSUITS_HEADER	PERSEGUIÇÕES^
0	AUTO	CARNAME_PONTIAC_GTO	Pontiac GTO
0	AUTO	VINYL_PART_AFTERMARKET_MATRIX	MATRIX RACING
0	AUTO	SMS_MESSAGE_052_SUBJECT	CORRIDAS DEFENSIVAS
0	AUTO	HUD_FINISH_SIXTEEN	TERMINOU EM DÉCIMO SEXTO!
0	AUTO	VINYL_PART_AFTERMARKET_MOROSO	MOROSO
0	AUTO	VINYL_PART_AFTERMARKET_MOTEGI	MOTEGI
0	AUTO	PART_COLLECTORS_EDITION_01	Black Edition 1
0	AUTO	PART_COLLECTORS_EDITION_02	Black Edition 2
0	AUTO	PART_COLLECTORS_EDITION_03	Black Edition 3
0	AUTO	PART_HOOD_CF_1	BEAST FC
0	AUTO	PART_HOOD_CF_2	DOUBLE-V FC
0	AUTO	PART_HOOD_CF_3	TRI-SLOT FC
0	AUTO	PART_HOOD_CF_4	SPEED FC
0	AUTO	PART_HOOD_CF_5	G-FORCE FC
0	AUTO	PART_HOOD_CF_6	OVERDIAL FC
0	AUTO	PART_HOOD_CF_7	TRIDENT FC
0	AUTO	PART_HOOD_CF_8	SPEEDLINE FC
0	AUTO	PART_HOOD_CF_9	DUAL-STAGE FC
0	0A8F1EFC	0x0A8F1EFC	CHROME
0	0A8F1EFD	0x0A8F1EFD	MASKED
0	0A8F1EFE	0x0A8F1EFE	REAPER
0	AUTO	MC_CONFIRM_AUTOSAVE_ERROR_XENON	The Autosave feature can not save your progress because the storage device you selected has been replaced or removed. Do you wish to continue with Autosave on?
0	AUTO	COMMON_ABBREV_FT	FT
0	AUTO	COMMON_ABBREV_KG	KG
0	AUTO	TIP_ON_ONLINEXP_DESC	Increase your Online XP level to unlock exclusive Cars and visual upgrades! Anytime you play Online you'll get OXP points towards your next level-up. The higher you place in a game, the more OXP you'll get. Reach level 50 to unlock the custom Lotus Europa S!
0	AUTO	VINYL_PART_2T_997GT3RS	DUPLO TOM
0	AUTO	CTRL_360_GUIDE	Xbox Guide
0	AUTO	VINYL_SPA_PART_VIRUS_CARBON_PLAGUE	CARBONO PLAGUE
0	AUTO	COMMON_GAME_NAME	Need for Speed": Carbon
0	AUTO	PERFORMANCE_TUNE_HELP_NITROUS	Ajustar componentes de nitro para velocidade ou duração permite que você controle o volume de uso do nitro. Ajuste para velocidade para obter um impulso mais curto, mas com maior impacto, ou ajuste para duração para obter um impulso mais longo com menos impacto.
0	AUTO	TIP_ON_CANYON_BASIC_DESC	Nesse corrida de 2 estágios, ganhe pontos por perseguir o Líder, ou por ficar longe do Perseguidor.^Quem cair da pista, perderá instantaneamente.^Colisöes no modo online são desativadas!
0	AUTO	VINYL_PART_AFTERMARKET_NOLOGY	NOLOGY
0	AUTO	VINYL_PART_LOGO_STEERING_WHEEL	VOLANTE
0	AUTO	VINYL_PART_MANUFACTURER_MCLAREN	MCLAREN
0	0C539787	0x0C539787	UNP EXTREME BRAND
0	0C539788	0x0C539788	SPARCO ROADSTER
0	AUTO	TIP_GAME_OVER_HEADER	FIM DE JOGO^
0	0CBF4DAF	0x0CBF4DAF	FORZA
0	0CBF6735	0x0CBF6735	CUSTOM
0	AUTO	TIP_WORLDMAP_DESC	Você pode ir para qualquer local marcado no seu mapa. Dessa forma, você pode visitar Concessionárias de Carros, Esconderijos que conquistou de outras equipes e, é claro, acessar qualquer pista onde deseja correr. Você pode fazer isso até mesmo durante o Modo de Exploração, desde que não esteja sendo perseguido pela polícia.^
0	0CEB34E0	0x0CEB34E0	MUSTANG GT
0	0CEB34E1	0x0CEB34E1	CERVINI'S
0	0CEB34E2	0x0CEB34E2	SALEEN
0	0CEB34E3	0x0CEB34E3	FORZA COWL INDUCTION
0	0CEB34E4	0x0CEB34E4	FORZA SCOOP
0	AUTO	AREA_NAME_001	San Juan
0	AUTO	AREA_NAME_002	Kempton
0	AUTO	AREA_NAME_003	Downtown
0	AUTO	AREA_NAME_004	Fortuna
0	AUTO	AREA_NAME_005	Silverton
0	AUTO	AREA_NAME_006	Canyon
0	AUTO	SMS_MESSAGE_062_SUBJECT	NÍVEIS DE CARROS
0	AUTO	CART_ITEM_DESC_WINDOW_TINT	INSUL-FILM
0	AUTO	CARLIST_PRESET	CUSTOMIZADO
0	AUTO	HEADER_REWARD_CARD_GAINED	CARTÕES DE RECOMPENSA GANHOS
0	AUTO	KB_BTN_DONE	Feito
0	AUTO	PART_ROOF_18_CF_DUAL	TYPHOON FC DUPLO
0	0EBDE891	0x0EBDE891	DIFFUSERS
0	AUTO	VINYL_PART_2T_LANCEREVO9	DUPLO TOM
0	AUTO	TIP_DYNAMIC_PURSUIT_BREAKERS_HEADER	QUEBRA-PERSEGUIÇÕES DINÂMICOS^
0	AUTO	TIP_GEOGRAPHIC_HEAT_DESC	Verifique seu mapa para ver quanto atividade policial cada zona possui. Quanto mais você corre em uma determinada área, maior a probabilidade de ser perseguido no meio da corrida lá. Quanto mais você corre em uma zona específica, mais policiais começarão a patrulhar lá. Para deixar a pressão baixar, evite correr naquela zona por um tempo.
0	AUTO	VINYL_PART_MANUFACTURER_PORSCHE	PORSCHE
0	AUTO	PURSUIT_STAT_INFRACTIONS	Número de Infrações
0	AUTO	PART_ROOF_10_DUAL	BLASTBACK DUPLO
0	AUTO	SMS_MESSAGE_010_SUBJECT	Precisa de mais gente?
0	AUTO	VINYL_PART_AFTERMARKET_BILSTEIN	BILSTEIN
0	AUTO	RC_NAME_001	Fazendo Seu Nome
0	AUTO	RC_NAME_002	Corredor
0	AUTO	RC_NAME_003	Até o Topo
0	AUTO	RC_NAME_004	Ganhando Grana
0	AUTO	RC_NAME_005	Esconderijo
0	AUTO	RC_NAME_006	Necessidade de Velocidade
0	AUTO	RC_NAME_007	Bala de Canhão
0	AUTO	RC_NAME_008	Fazendo Negócio
0	AUTO	RC_NAME_009	Demônio da Velocidade
0	AUTO	RC_NAME_010	Sendo Notado
0	AUTO	RC_NAME_011	Fugindo
0	AUTO	RC_NAME_012	Piloto de Fuga
0	AUTO	RC_NAME_013	Vândalo
0	AUTO	RC_NAME_014	Saida Rápida
0	AUTO	RC_NAME_015	8 Minutos
0	AUTO	RC_NAME_016	12 Minutos
0	AUTO	RC_NAME_017	Novo Desafiante
0	AUTO	RC_NAME_018	Novato nos Desafios
0	AUTO	RC_NAME_019	Viajante de Desafios
0	AUTO	RC_NAME_020	Campeão dos Desafios
0	AUTO	RC_NAME_021	400 metros
0	AUTO	RC_NAME_022	Parede Metálica
0	AUTO	RC_NAME_023	Batalha Urbana
0	AUTO	RC_NAME_024	Pequena Garagem
0	AUTO	RC_NAME_025	Arcade Nível 1
0	AUTO	RC_NAME_026	Arcade Nível 2
0	AUTO	RC_NAME_027	Arcade Nível 3
0	AUTO	RC_NAME_028	Arcade Nível 4
0	AUTO	RC_NAME_029	Rivais
0	AUTO	RC_NAME_030	Isca
0	AUTO	RC_NAME_031	Fabricador
0	AUTO	RC_NAME_032	Rodas de Pedra
0	AUTO	RC_NAME_033	Câmera Lenta
0	AUTO	RC_NAME_034	20k
0	AUTO	RC_NAME_035	Novato em Drift
0	AUTO	RC_NAME_036	Bola de Demolição
0	AUTO	RC_NAME_037	Grande Cofre
0	AUTO	RC_NAME_038	Toda a Sua Base
0	AUTO	RC_NAME_039	Conquistador do Desfiladeiro
0	AUTO	RC_NAME_040	Prêmio de Consolação
0	AUTO	RC_NAME_041	Defensor
0	AUTO	RC_NAME_042	Magnata
0	AUTO	RC_NAME_043	Pequeno Amasso
0	AUTO	RC_NAME_044	Maluco
0	AUTO	RC_NAME_045	Freie Por Ninguém
0	AUTO	RC_NAME_046	Inimigo Público
0	AUTO	RC_NAME_047	50 Pistas
0	AUTO	RC_NAME_048	85 Pistas
0	AUTO	RC_NAME_049	Desejo por Velocidade
0	AUTO	RC_NAME_050	Inquebrável
0	AUTO	RC_NAME_051	Lenda das Ruas
0	AUTO	RC_NAME_052	Intocável
0	AUTO	RC_NAME_053	Mister M
0	AUTO	RC_NAME_054	Quebra-Blocos
0	AUTO	RC_NAME_055	Pneus de Ferro
0	AUTO	RC_NAME_056	Aríete
0	AUTO	RC_NAME_057	Drifter
0	AUTO	RC_NAME_058	3 Carros
0	AUTO	RC_NAME_059	20K de Recompensa
0	AUTO	RC_NAME_060	50K de Recompensa
0	AUTO	RC_NAME_061	Caçador
0	AUTO	RC_NAME_062	Medalha de Bronze
0	AUTO	RC_NAME_063	Medalha de Prata
0	AUTO	RC_NAME_064	Metalha de Ouro
0	AUTO	RC_NAME_065	Passeio
0	AUTO	RC_NAME_066	Pneus de Diamante
0	AUTO	RC_NAME_067	Pneus Queimados
0	AUTO	RC_NAME_068	5 Carros
0	AUTO	RC_NAME_069	Casa Cheia
0	AUTO	RC_NAME_070	Amante de Muscles
0	AUTO	RC_NAME_071	Viciado em Tuner
0	AUTO	RC_NAME_072	Aficionado por Exóticos
0	AUTO	RC_NAME_073	Problemático
0	AUTO	RC_NAME_074	Grande Negócio
0	AUTO	RC_NAME_075	Rodas de Aço
0	AUTO	RC_NAME_076	Profissional de Drift
0	AUTO	RC_NAME_077	Grande Garagem
0	AUTO	RC_NAME_078	8 Carros
0	AUTO	RC_NAME_079	Mestre dos Desafios
0	AUTO	RC_NAME_080	Onda de Crimes
0	AUTO	RC_NAME_081	Mais Procurado
0	AUTO	RC_NAME_082	Desastre Ambulante
0	AUTO	RC_NAME_083	Rodas Rápidas
0	AUTO	RC_NAME_084	Centro
0	AUTO	RC_NAME_085	Número 1
0	AUTO	RC_NAME_086	Conquistador
0	AUTO	RC_NAME_087	Rei das Ruas
0	AUTO	RC_NAME_088	Pneus de Titânio
0	AUTO	RC_NAME_089	Combate Urbano
0	AUTO	RC_NAME_090	Guerra Urbana
0	AUTO	RC_NAME_091	Imparável
0	AUTO	RC_NAME_092	Esmagador
0	AUTO	RC_NAME_093	Corrida no Desfiladeiro
0	AUTO	RC_NAME_094	Lobo
0	AUTO	RC_NAME_095	Líder da Alcateia
0	AUTO	RC_NAME_096	Colecionador
0	AUTO	RC_NAME_097	Primeira Vitória
0	AUTO	RC_NAME_098	100K
0	AUTO	RC_NAME_099	Problemas
0	AUTO	RC_NAME_100	Rei do Drift
0	AUTO	RC_NAME_101	Versus
0	AUTO	RC_NAME_102	Sprinter
0	AUTO	RC_NAME_103	Dínamo
0	AUTO	VINYL_PART_LOGO_SCORPION	ESCORPIÃO
0	AUTO	GAME_ACTION_SHIFTFOURTH	Quarta
0	10B71107	0x10B71107	Lamborghini Miura SV
0	AUTO	ALL_CHARACTERS	abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890!@#$%^&*()_-=+;:/?\><,.""'{}[]§©®"
0	111398AE	0x111398AE	VARIS
0	AUTO	CUST_VINYL_ROTATE	ROTACIONAR
0	AUTO	HUDACTION_ENGAGE_EVENT	Entrar no Evento
0	AUTO	VINYL_PART_CAMOUFLAGE	CAMUFLAGEM 1
0	AUTO	UNLOCKABLE_INFINITE_CREW_CHARGE	Carga do Parceiro INFINITO!
0	AUTO	PART_ROOF_11_DUAL	AIRSTREAM DUPLO
0	AUTO	WM_INFO_HEADER_RACE_LENGTH	Distância
0	AUTO	CUST_PERFORM_INFO	Desempenho:
0	AUTO	PART_ROOF_10_CF	BLASTBACK FC
0	AUTO	PART_ROOF_11_CF	AIRSTREAM FC
0	AUTO	PART_ROOF_14_CF	CYCLONE FC
0	AUTO	PART_ROOF_15_CF	TEMPEST FC
0	AUTO	PART_ROOF_17_CF	BACKDRAFT FC
0	AUTO	PART_ROOF_18_CF	TYPHOON FC
0	133DC0D0	0x133DC0D0	MASTERGRADE
0	AUTO	VINYL_PART_AFTERMARKET_QUAIFE	QUAIFE
0	AUTO	DEBUG_UNLOCALIZED	NÃO-LOCALIZADO
0	AUTO	FMV_RACESKILLS_NAME_DRAFTER	LANÇADOR
0	AUTO	SMS_MESSAGE_020_SUBJECT	Me encontre no Esconderijo
0	AUTO	HUD_KNOCKED_OUT	EM PERSEGUIÇÃO
0	AUTO	VINYL_PART_AFTERMARKET_CENTERLINE	CENTERLINE
0	AUTO	VINYL_PART_MANUFACTURER_DODGECLASSIC	DODGE
0	AUTO	SMS_TIPS	Dicas
0	AUTO	OL_RICH_PRESENCE_PROPERTY_RANKED	[FOR REFERENCE, RICH PRESENCE] Ranked
0	AUTO	VINYL_PART_AFTERMARKET_FIDANZA	FIDANZA
0	AUTO	PHOTOMODE_CAPTURE_DIALOG_DEVICE_MAXPHOTOS	You already have 10 saved Photos. Would you like to overwrite your first saved Photo?
0	AUTO	VINYL_PART_AFTERMARKET_I_FORGED	I-FORGED
0	AUTO	OPTIONS_FE_MUSIC_VOL	Música no Menu
0	AUTO	VINYL_PART_AFTERMARKET_YOKOHAMA	YOKOHAMA
0	AUTO	VINYL_PART_STRIPE01	LISTRA 1
0	AUTO	VINYL_PART_STRIPE02	LISTRA 2
0	AUTO	VINYL_PART_STRIPE03	LISTRA 3
0	AUTO	VINYL_PART_STRIPE04	LISTRA 4
0	AUTO	VINYL_PART_STRIPE05	LISTRA 5
0	AUTO	VINYL_PART_STRIPE06	LISTRA 6
0	AUTO	VINYL_PART_STRIPE07	LISTRA 7
0	AUTO	VINYL_PART_STRIPE08	LISTRA 8
0	AUTO	VINYL_PART_STRIPE09	LISTRA 9
0	AUTO	VINYL_PART_STRIPE10	LISTRA 10
0	AUTO	VINYL_PART_STRIPE11	LISTRA 11
0	AUTO	VINYL_PART_STRIPE12	LISTRA 12
0	AUTO	VINYL_PART_STRIPE13	LISTRA 13
0	AUTO	VINYL_PART_STRIPE14	LISTRA 14
0	AUTO	VINYL_PART_STRIPE15	LISTRA 15
0	AUTO	VINYL_PART_STRIPE16	LISTRA 16
0	AUTO	VINYL_PART_STRIPE17	LISTRA 17
0	AUTO	VINYL_PART_STRIPE18	LISTRA 18
0	AUTO	VINYL_PART_STRIPE19	LISTRA 19
0	AUTO	VINYL_PART_STRIPE20	LISTRA 20
0	AUTO	VINYL_PART_STRIPE21	LISTRA 21
0	AUTO	VINYL_PART_STRIPE22	LISTRA 22
0	AUTO	VINYL_PART_STRIPE23	LISTRA 23
0	AUTO	VINYL_PART_STRIPE24	LISTRA 24
0	AUTO	VINYL_PART_STRIPE25	LISTRA 25
0	AUTO	VINYL_PART_STRIPE26	LISTRA 26
0	AUTO	VINYL_PART_STRIPE27	LISTRA 27
0	AUTO	VINYL_PART_STRIPE28	LISTRA 28
0	AUTO	WM_INFO_HEADER_RACE_REWARD_ACHIEVED	DESBLOQUEOU:
0	AUTO	CAR_SELECT_DIALOG_CANT_SELL_ONLY_CAR	Este é seu único carro. Volte quando tiver mais.
0	AUTO	COMMON_ACCEPT	Aceitar
0	AUTO	EA_TRAX_PLAY_STATE_SEQUENTIAL	Sequencial
0	AUTO	STATISTICS_MENU_PLAYER_STATS	ONLINE PLAYER STATS
0	AUTO	VINYL_PART_AFTERMARKET_STOPTECH	STOPTECH
0	16DDF3B4	0x16DDF3B4	PROJECTOR
0	16DDF3B5	0x16DDF3B5	LUNAR
0	AUTO	HUD_NEXT_TOLLBOOTH	PRÓXIMO:
0	AUTO	VINYL_PART_AFTERMARKET_SKUNK2	SKUNK2 RACING
0	AUTO	TIP_ENGAGE_MECHANIC_DESC	Fique atento aos ícones de Concessionária de Carros e Corrida, quando estiver dirigindo pelo mundo no Free Roam. Esses ícones dão acesso às Concessionárias de Carros e Corridas. Quando você estiver perto de um ícone, o sistema de engajamento é ativado e pode ser visto no canto superior esquerdo da sua tela.^
0	AUTO	VINYL_PART_AFTERMARKET_STILLEN	STILLEN
0	AUTO	VINYL_PART_AFTERMARKET_SPARCO	SPARCO
0	AUTO	HUD_CHALLENGE_INCOMPLETE	DESAFIO INCOMPLETO
0	AUTO	SMS_MESSAGE_030_SUBJECT	REDUZINDO A PRESSÃO
0	AUTO	PHOTOMODE_CAPTURE_DIALOG_UPLOADING	Uploading Photo to NeedforSpeed.com
0	AUTO	MENU_SPLASH_START_PROMPT_XBOX	Pressione START
0	AUTO	CHALLENGE_SERIES_DESC_127	Dirija por toda a rodovia antes que o tempo acabe.
0	AUTO	CHALLENGE_SERIES_DESC_128	Complete o Ponto de Controle East meets West em menos de 3:10 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_129	Dê a volta pela cidade antes que o tempo acabe.
0	AUTO	CHALLENGE_SERIES_DESC_130	Vença uma Corrida de Guerra no Circuito Highway 142 contra adversários fáceis.
0	AUTO	CHALLENGE_SERIES_DESC_131	Vença uma Corrida de Guerra no Circuito Garcia Street contra adversários médios.
0	AUTO	CHALLENGE_SERIES_DESC_132	Vença uma Corrida de Guerra no Circuito Route 21 contra adversários difíceis.
0	AUTO	CHALLENGE_SERIES_DESC_133	Destrua pelo menos %s veículos policiais e escape da perseguição para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_134	Escape da perseguição policial após pelo menos %s minutos no Nível de Pressão 7 para vencer.
0	AUTO	CHALLENGE_SERIES_DESC_135	Destrua pelo menos %s SUVs Rhino policiais e escape da perseguição para vencer.
0	18967CFD	0x18967CFD	Ganhe no maior ponta a ponta de Downtown como Neville e não seja preso.
0	18967CFE	0x18967CFE	Ganhe no circuito Industrial Chaseway como Neville e não seja preso.
0	18967CFF	0x18967CFF	Fuja a tempo para o Esconderijo como Neville.
0	18967D00	0x18967D00	Pontue 100,000 pontos como Samson enquanto foge.
0	18967D01	0x18967D01	Ganhe o maior Radar de Kempton como Samson e não seja preso.
0	18967D02	0x18967D02	Fuja a tempo para o Esconderijo como Samson.
0	18967D03	0x18967D03	Ganhe um circuito em volta de 3 cidades como Colin e não seja preso.
0	18967D04	0x18967D04	Ganhe o maior ponta a ponta de Fortuna como Colin e não seja preso.
0	18967D05	0x18967D05	Fuja a tempo para o Esconderijo como Colin.
0	18967D1D	0x18967D1D	Mostre para todos quem é o mais rápido como Yumi e não seja preso.
0	18967D1E	0x18967D1E	Entregue Tofu como Yumi enquanto pontua 200,000 pontos sem ser preso.
0	18967D1F	0x18967D1F	Fuja a tempo para o Esconderijo como Yumi.
0	18967D20	0x18967D20	Mostre como se faz Dorifto como Sal ao pontuar 300,000 pontos sem ser preso.
0	18967D21	0x18967D21	Ganhe o maior Radar de Silverton como Sal e não seja preso.
0	18967D22	0x18967D22	Fuja a tempo para o Esconderijo como Sal.
0	18967D23	0x18967D23	Essa é a corrida da cidade com os melhores pilotos. Ganhe como Nikki sem ser presa.
0	18967D24	0x18967D24	Vença esse circuito com o carro de Nikki e tome cuidado com os policais de nível 8!
0	18967D25	0x18967D25	Fuja a tempo para o Esconderijo como Nikki.
0	18967D26	0x18967D26	Hero recuperou seu carro e agora precisa mostrar a todos quem é o melhor! Ganhe este circuito ao longo de todo o departamento de polícia!
0	18967D3E	0x18967D3E	Sprint Royale é uma corrida única pela Highway 142. Vença como Hero e não deixe que o departamento de polícia o pegue!
0	18967D3F	0x18967D3F	Volte para o seu time após o Sprint Royale como o Hero e não seja pego por todo o departamento de polícia da cidade!
0	18967D40	0x18967D40	Jogue como Cross e mostre para TODO MUNDO do que ele é capaz!
0	18967D41	0x18967D41	Jogue como Darius e mostre para todos quem é que manda de verdade!
0	18967D42	0x18967D42	Neville foi preso. vingue-se causando 100,000$ em danos para o estado e fuja!
0	18967D43	0x18967D43	Consiga mais 6 (ou mais) multas como Samson e fuja!
0	18967D44	0x18967D44	Desvie de 10 (ou mais) fura-pneus como Colin e fuja!
0	18967D45	0x18967D45	Desvie de 15 (ou mais) bloqueios como Yumi e fuja!
0	18967D46	0x18967D46	Como Sal, seja o próprio Caos e coloque mais de 3M de Prêmio na sua cabeça e fuja.
0	18967D47	0x18967D47	Nikki quer provar que ela é mais bruta que o protagonista. Seja perseguido por 13 Min. ou mais e fuja!
0	18967D5F	0x18967D5F	Esse é o fim do jogo. Vingue todos os policiais de Rockport destruindo 100 carros de polícia e fuja!
0	AUTO	STAT_TOTAL_TIME	Tempo Total
0	AUTO	VINYL_PART_REWARD_BUSHIDO	BUSHIDO
0	190D2153	0x190D2153	HOOD CATCHES
0	AUTO	PART_ROOF_14_DUAL	CYCLONE DUPLO
0	AUTO	PART_PERF_BRAKES_TUNE_01	TRASEIRA
0	AUTO	PART_PERF_BRAKES_TUNE_02	DIANTEIRA
0	AUTO	ONLINE_XP_REWARD_LEVEL_10	Joker Autosculpt Spoiler
