#	Labrune - C:\Users\FH\OneDrive\Games\NFSCO\Project Localization\Organiaztion\vanilla_loc\LANGUAGE\brportuguese_InGame.bin
#	File created on: 19.04.2026 17:30:48
#
#Chunk	Hash (HEX)	Label	Value
# ---------------------------------------------------------------------------------------------------------
# Chunk 0 - InGame
0	AUTO	HUD_CANYON_RATING_0	SE APRESSE!
0	AUTO	HUD_CANYON_RATING_1	LENTO
0	AUTO	HUD_CANYON_RATING_2	OK
0	AUTO	HUD_CANYON_RATING_3	BOM!
0	AUTO	HUD_CANYON_RATING_4	ÓTIMO!
0	AUTO	HUD_CANYON_RATING_5	INSANO!
0	AUTO	HUD_SHIFT_EARLY	MUITO CEDO!
0	AUTO	MENU_POSTRACE_STAGES_TITLE	*ESTÁGIOS*
0	AUTO	MENU_POSTRACE_TRAFFIC_COLLISIONS	COLISÕES COM TRÁFEGO
0	AUTO	MENU_POSTRACE_VIEW_LAPS	Ver Voltas
0	AUTO	HUD_DRIFT_SCORING_ZONE_START	ZONA DE PONTUAÇÃO!
0	AUTO	MENU_POSTRACE_REP_REWARD	Reputação
0	AUTO	HUD_SHIFT_GOOD	BOA TROCA!
0	AUTO	HUD_DRIFT_GREAT_DRIFT	ÓTIMO DRIFT
0	AUTO	MENU_POSTRACE_CASH_REWARD	Dinheiro
0	AUTO	WORLDMAP_INFO_RANDOM_ENCOUNTER	*DESAFIO DE RIVAL*
0	AUTO	MENU_POSTRACE_FINALIZEING_SCORE	Esperando pelos resultados
0	AUTO	HUD_DRIFT_NICE_DRIFT	DRIFT LINDO
0	AUTO	OL_SAVE_GHOST	SOMBRA
0	AUTO	MENU_PAUSE_WORLD_MAP	MAPA
0	AUTO	HUD_GPS_CONNECTION_LOST_RECONNECTING	CONEXÃO PERDIDA^RECONECTANDO...
0	AUTO	MENU_POSTRACE_SCORE_WIN	Bata a pontuação do seu oponente
0	AUTO	MENU_POSTRACE_PLAYER_TIMOUT_AHEAD	OPONENTE ULTRAPASSADO!
0	AUTO	MENU_POSTRACE_TESTDRIVE_COMPLETE	TEST DRIVE COMPLETO
0	AUTO	PURSUIT_REWARD_CARD_UNLOCKED	CARTÃO DE RECOMPENSA DESBLOQUEADO!
0	AUTO	MENU_POSTRACE_VIEW_SUMMARY	Ver Resumo
0	AUTO	HUD_CHECKPOINT	RESTANTES
0	AUTO	HUD_BOUNTY	RECOMPENSA
0	AUTO	MENU_POSTRACE_WIN	*EQUIPE VENCEU*
0	AUTO	HUD_TUTORIAL_GOOD_JOB	BOM TRABALHO!
0	AUTO	HUD_TUTORIAL_PRESS_NOW	ATIVE AGORA^Pressione o botão de ativar seu parceiro.^(Ctrl da Direita ou D-Pad Baixo)
0	AUTO	MENU_POSTRACE_CHECKPOINT_TITLE	*PONTO DE CONTROLE*
0	AUTO	HUD_DRIFT_RACE_OVER	ENCERRADO!
0	AUTO	DIALOG_MSG_CONFIRM_RESTART_RACE	Reiniciar a corrida?
0	AUTO	HUD_SPEEDTRAP	RADAR
0	AUTO	WM_HELP_FIRSTIME_RANDOMENCOUNTER_OVERLAY	Você foi desafiado para uma corrida contra uma equipe rival! Escolha um Ponto B. O primeiro vence.
0	AUTO	MENU_PAUSE_RESUME_FREE_ROAM	CONTINUAR
0	AUTO	MENU_POSTRACE_CANYON_COMPLETE	*COMPLETO*
0	AUTO	MENU_PAUSE_TITLE	*PAUSADO*
0	AUTO	HUD_IMMUNE	IMUNE
0	AUTO	MENU_POSTRACE_POSITION	POSIÇÃO
0	AUTO	HUD_COPDESTROYED_COPSPORTGHOST	VEÍCULO INFILTRADO FEDERAL^RECOMPENSA: %$d
0	AUTO	HUD_COPDESTROYED_COPSPORTHENCH	VEÍCULO DE PERSEGUIÇÃO FEDERAL^RECOMPENSA: %$d
0	AUTO	MENU_POSTRACE_CROSS_LOSE	Você não escapou do Cross.
0	AUTO	SMS_CONFIRM_DELETE	Apagar este SMS?
0	AUTO	MENU_POSTRACE_BACK_TO_GAMEROOM	Retornando para a sala em:
0	AUTO	MENU_POSTRACE_PLAYER_TIMOUT_BEHIND	MUITO LENTO!
0	AUTO	HUD_COMPLETE	COMPLETO
0	AUTO	HUD_PASSED	PASSOU!
0	AUTO	MENU_POSTRACE_REWARD_CARDS_WON	Cartas de recompensa:
0	AUTO	COP_ESCAPE_DONE	ESCAPOU!
0	AUTO	HUD_GO	VAI!
0	AUTO	MENU_POSTRACE_OPP_TIMOUT_AHEAD	OPONENTE ULTRAPASSADO!
0	AUTO	HUD_SPLIT_SCORE	PONTUAÇÃO PARCIAL:
0	AUTO	HUD_COPDESTROYED_COPGTOGHOST	VEÍCULO INFILTRADO ESTADUAL^RECOMPENSA: %$d
0	AUTO	DIALOG_MSG_GPS_TO_SAFEHOUSE	Criar rota para o Esconderijo?
0	AUTO	POST_RACE_RACER_PROFILE	PERFIL PÓS CORRIDA
0	AUTO	HUD_NEXT_CHECKPOINT	PRÓXIMO:
0	AUTO	MENU_POSTRACE_SPEEDTRAPS_TITLE	*RADARES*
0	AUTO	TITLE_DEFENCE_RACE	*CORRIDA DE DEFESA*
0	AUTO	SMS_SUBJECT	ASSUNTO:
0	AUTO	MENU_POSTRACE_BEST_SPEEDTRAP_SPEED	MELHOR VEL. EM RADAR
0	AUTO	HUD_DRIFT_SPUN_OUT	RODOU!
0	AUTO	SMS_MAILBOX	*SMS*
0	AUTO	HUD_DRIFT_AMAZING_DRIFT	BELO DRIFT!
0	AUTO	HUD_CANYON_PLAYER_AHEAD_OF_SCORING_ZONE_LEG_ONE	ULTRAPASSADO!
0	AUTO	HUD_CANYON_PLAYER_AHEAD_OF_SCORING_ZONE_LEG_TWO	INDO EMBORA!
0	AUTO	MENU_POSTRACE_STILL_RACING	Ainda correndo
0	AUTO	MENU_POSTRACE_LEG_ONE_TIME	TEMPO DO ESTÁGIO 1
0	AUTO	EATRAX_TICKER_SCORED	Need for Speed" Carbon Composed Music
0	AUTO	MENU_POSTRACE_AVERAGE_SPEEDTRAP_SPEED	VEL. MÉDIA EM RADAR
0	AUTO	MENU_POSTRACE_TIME_BEHIND	TEMPO ATRÁS
0	AUTO	HUD_FINISH_YOU_LOST	PERDEU!
0	AUTO	MENU_POSTRACE_TOLLBOOTH_LOSE	MUITO LENTO!
0	AUTO	HUD_DRIFT_POINTS_LOST	PONTOS PERDIDOS
0	AUTO	HUD_CANYON_COLLISION_BONUS	SESSÃO LIMPA +%$d PTS
0	AUTO	MENU_CM_HIRE_NOT_ENOUGH_MONEY	Você não tem dinheiro para contratar este membro!
0	AUTO	HUD_LAP	VOLTA
0	AUTO	MENU_POSTRACE_WINGMAN_FINISHED_FIRST	MEMBRO VENCEU
0	AUTO	MENU_POSTRACE_WIN_NO_CREW	*VOCÊ VENCEU*
0	AUTO	HUD_SPEEDTRAP_PENALTY	PENALIDADE
0	AUTO	MENU_PAUSE_JUMP_TO_SAFEHOUSE	ESCONDERIJO
0	AUTO	QR_GHOST_UPLOAD_ERROR	An error occurred while uploading your Shadow.
0	AUTO	HUD_DRIFT_GOOD_DRIFT	BOM DRIFT
0	AUTO	HUD_COPDESTROYED_COPCROSS	CROSS^RECOMPENSA: %$d
0	AUTO	HUD_COPDESTROYED_COPGHOST	VIATURA INFILTRADA CIVIL^RECOMPENSA: %$d
0	AUTO	HUD_DRIFT_AWESOME_DRIFT	DRIFT INCRÍVEL!
0	AUTO	HUD_DRIFT_BONUS_ZONE	BÔNUS
0	AUTO	DIALOG_MSG_CONFIRM_QUIT_CAREER	Sair para o menu da carreira?^Progresso da corrida será perdido.
0	AUTO	HUD_FOLLOWING	SEGUINDO
0	AUTO	POST_RACE_EXIT	Pós Corrida
0	AUTO	HUD_COPDESTROYED_COPGTO	VEÍCULO DE PERSEGUIÇÃO ESTADUAL^RECOMPENSA: %$d
0	AUTO	HUD_COPDESTROYED_COPSUV	SUV PESADA^RECOMPENSA: %$d
0	AUTO	DIALOG_MSG_CONFIRM_JUMP_TO_SAFEHOUSE	Ir direto para o Esconderijo?^Progresso não salvo será perdido.
0	AUTO	HUD_COST_TO_STATE	CUSTO AO ESTADO
0	AUTO	MENU_PAUSE_RESTART	REINICIAR
0	AUTO	MENU_POSTRACE_PREWARD_CARD	Cartas de recompensa:
0	AUTO	MENU_PAUSE_RESUME_RACE	CONTINUAR
0	AUTO	HUD_DRIFT_COMBO_MULTIPLIER	MULTIPLICADOR
0	AUTO	MENU_POSTRACE_STANDINGS	*PLACAR*
0	AUTO	HUD_DRIFT_SCORING_ZONE_FINISH	ZONA DE PONTUAÇÃO ENCERRADA!
0	AUTO	DIALOG_MSG_CONFIRM_JUMP_TO_SAFEHOUSE_NO_WARNINGS	Ir direto ao esconderijo?
0	AUTO	MENU_POSTRACE_TOTAL_SPEED	VEL. TOTAL
0	AUTO	MENU_POSTRACE_CHECKPOINT	PONTO DE CONTROLE
0	AUTO	HUD_CANYON_OVER_THE_CLIFF	CAIU!
0	AUTO	SMS_MAILBOXES	SMS
0	AUTO	MC_OVERWRITE	Sobrescrever
0	AUTO	HUD_TACH_ABBREV_NEUTRAL	N
0	AUTO	HUD_RACE_TIME_LEFT	RESTANTE
0	AUTO	POST_RACE_SAVE_GHOST	Sombra do Carro
0	AUTO	DEMO_BEAT_CIRCUIT_BEST_TIME	Você bateu o melhor tempo para esta pista!
0	AUTO	SUBTITLES_NIS_INTROCAREER01_01	Devia ter ficado de fora. Seja lá o que acharam de você antes, não vão ter nenhuma dúvida agora.
0	AUTO	SUBTITLES_NIS_INTROCAREER02_01	Se lembra de mim, não é?
0	AUTO	SUBTITLES_NIS_INTROCAREER02_02	Eu acho que não. Se lembrasse, não ia estar bem aqui agora.
0	AUTO	SUBTITLES_NIS_INTROCAREER03_01	Me fez esperar.
0	AUTO	SUBTITLES_NIS_INTROCAREER03_02	Mas estou surpreso que você foi idiota de sequer aparecer.
0	AUTO	SUBTITLES_NIS_INTROCAREER04_01	Sabe como eu gastei aquele dinheiro que você levou a culpa?
0	AUTO	SUBTITLES_NIS_INTROCAREER04_02	Comprei pra Nikki tudo o que você não pode.
0	AUTO	SUBTITLES_NIS_INTROCAREER06_01	Neville? Por favor! Não tenho tempo pra isso.
0	AUTO	SUBTITLES_NIS_INTROCAREER06_02	Nikki é de boa. Só escuta ela. Eu vou ficar por aqui ajudando e ter certeza que ela não vai ser durona contigo.
0	AUTO	SUBTITLES_NIS_INTROCAREER06_03	Tá, beleza. Vamos acabar com isso.
0	AUTO	SUBTITLES_NIS_INTROCAREER07_01	Faz tempo desde que sumiu, fugiu de Rockport, né?
0	AUTO	SUBTITLES_NIS_INTROCAREER07_02	Cara, muita coisa mudou desde que saiu. Tem muitas equipes na cidade, mano. Em todo lugar, loucura!
0	AUTO	SUBTITLES_NIS_INTROCAREER07_03	Cuidado! Polícia!
0	AUTO	SUBTITLES_NIS_INTROCAREER07_04	Se liga!
0	AUTO	SUBTITLES_NIS_INTROCAREER07_05	Oh, é o moedor de café, meu nobre! Haha, haha!
0	AUTO	SUBTITLES_NIS_INTROCAREER07_06	Vamo separar. Eu sumo com eles. Não solta o pedal.
0	AUTO	SMS_VOICE	Voz
0	AUTO	HUD_GPS_CONNECTION_LOST	CONEXÃO PERDIDA
0	AUTO	DIALOG_MSG_CONFIRM_EXIT	Sair?^Seu progresso será perdido.
0	AUTO	DIALOG_MSG_CONFIRM_RESTART_RACE_CANYON	Reiniciar a corrida?^Ela começará da primeira fase!
0	AUTO	MENU_POSTRACE_VIEW_STAGES	Ver Estágios
0	AUTO	DIALOG_MSG_CONFIRM_ENTER_SAFEHOUSE	Entrar no Esconderijo?
0	AUTO	MENU_POSTRACE_OPP_TIMOUT_BEHIND	OPONENTE DISTANCIADO!
0	AUTO	HUD_LAUNCH_PERFECT	ARRANCADA PERFEITA!
0	AUTO	SUBTITLES_NIS_ENDINGCAREERCG20_01	Acha que conhece essa cidade? Só tenha certeza do que eu tenho pronto para você vai doer e muito.
0	AUTO	MENU_POSTRACE_PREWARD_CARD_REWARD	Cartas:
0	AUTO	SUBTITLES_NIS_INTRO24_01	É sua última chance de encarar a realidade e cair fora!
0	AUTO	SUBTITLES_NIS_INTRO25_01	Não aguenta mais?
0	AUTO	SUBTITLES_NIS_INTRO26_01	Vamo nessa.
0	AUTO	SUBTITLES_NIS_INTRO27_01	Ninguém consegue me tocar.
0	AUTO	HUD_DRIFT_HIT_THE_WALL	BATEU!
0	AUTO	MENU_POSTRACE_CHECKPOINT_WON	Você Terminou A Tempo
0	AUTO	MENU_POSTRACE_VIEW_STANDINGS	Ver Placar
0	AUTO	HUD_TACH_KPH	KM/H
0	AUTO	HUD_TACH_MPH	MPH
0	AUTO	SUBTITLES_NIS_ENDINGCAREER10_01	Conseguiu, garoto. Eu sempre soube disso. Agora os outros estão começando a acreditar também. Não desista agora, está perto.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER11_01	Eu soube que voltou pra cidade. Quero saber quando vai sumir.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER12_01	Eu não sei o que é mais patético, sua equipe ou seu carro.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER15_01	Soube que voltou pra cá. Volta pro buraco de onde saiu.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER16_01	Você acha que tá fazendo um nome pra você? Continua correndo no meu território e eu vou acabar com você e sua reputação.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER18_01	Então... quanto tempo demorou pra gastar todo o dinheiro que roubou de mim?
0	AUTO	SUBTITLES_NIS_ENDINGCAREER19_01	Eu acho que se enganou. Esta área é para pilotos de verdade. Não ladrões e covardes.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER23_01	Darius te deu esse Esconderijo. Pode usar pra mexer no seu carro ou relaxar quando a pressão subir.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER23_02	Cê precisa de um parceiro e parece que sou ele. Vamo entrar lá.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER24_01	Tá ai, tudo o que precisa pra começar. Já cansei de perder meu tempo com você. Até mais, Neville.
0	AUTO	SUBTITLES_NIS_ENDINGCAREER24_02	Bom, parece que é só nós dois. Vamo caçar problema.
0	AUTO	HUD_LEADING	LIDERANDO
0	AUTO	HUD_DRIFT_OUTRAGEOUS_DRIFT	INACREDITÁVEL!
0	AUTO	HUD_DRIFT_HURRY_UP	SE APRESSE!
0	AUTO	MENU_POSTRACE_CREW_LOSE	*%s PERDEU*
0	AUTO	DEMO_RESTART_DEMO	RESTART DEMO
0	AUTO	MENU_PAUSE_OPTIONS	OPÇÕES
0	AUTO	HUD_FINISH_WINNER	VENCEDOR!
0	AUTO	HUD_DRIFT_POINTS	PONTOS:
0	AUTO	HUD_CLEAN_SECTION	SESSÃO LIMPA
0	AUTO	MENU_POSTRACE_HIGHEST_DRIFT	MAIOR DRIFT
0	AUTO	MENU_POSTRACE_LONGEST_DRIFT	MAIOR DRIFT
0	AUTO	HUD_TACH_ABBREV_REVERSE	R
0	AUTO	MENU_PAUSE_EXIT	SAIR
0	AUTO	EATRAX_TICKER_SPA_SCORED	Need for Speed" Carbono Composed Music
0	AUTO	MENU_POSTRACE_AVERAGE_SPEED	VEL. MÉDIA
0	AUTO	CREW_TUTORIAL_001	^Você pode trazer um parceiro^para várias corridas
0	AUTO	CREW_TUTORIAL_002	^Existem três tipos de parceiro
0	AUTO	CREW_TUTORIAL_003	^Bloqueadores, Lançadores e Exploradores
0	AUTO	CREW_TUTORIAL_004	^Hora de aprender como^usar seu parceiro.
0	AUTO	CREW_TUTORIAL_005	^Mostrarei como.
0	AUTO	CREW_TUTORIAL_006	ATIVAÇÃO COMPLETA
0	AUTO	CREW_TUTORIAL_007	^Ativação funciona igualmente^para Bloqueadores e Lançadores.^Exploradores estão sempre ativados.
0	AUTO	CREW_TUTORIAL_008	^Bloqueadores são como mísseis na pista.^Eles derrubam oponentes.
0	AUTO	CREW_TUTORIAL_009	^Mostrarei como.
0	AUTO	CREW_TUTORIAL_010	BLOQUEIO COMPLETO
0	AUTO	CREW_TUTORIAL_011	^Agora serei uma lançadora.
0	AUTO	CREW_TUTORIAL_012	^Fique atrás de mim para ir mais rápido.
0	AUTO	CREW_TUTORIAL_013	^Pressione o botão novamente para^ser lançado fora do vácuo.
0	AUTO	CREW_TUTORIAL_014	LANÇAMENTO COMPLETO
0	AUTO	CREW_TUTORIAL_015	^Agora serei uma exploradora.
0	AUTO	CREW_TUTORIAL_016	^Exploradores encontram qualquer atalho^ ou rota para ganhar tempo.
0	AUTO	CREW_TUTORIAL_017	EXPLORAÇÃO COMPLETA
0	AUTO	CREW_TUTORIAL_018	^Lembre-se que seu parceiro só^vai funcionar por um tempo limitado.^Exceto por exploradores.
0	AUTO	CREW_TUTORIAL_019	^Você carrega a habilidade de seu parceiro^com velocidade.
0	AUTO	CREW_TUTORIAL_020	^Assim como seu Nitro e Speedbreaker.
0	AUTO	CREW_TUTORIAL_021	
0	AUTO	CREW_TUTORIAL_022	
0	AUTO	HUD_PURSUIT_BREAKER_BONUS	BÔNUS
0	AUTO	HUD_SHIFT_OVERREV	MUITO TARDE!
0	AUTO	DIALOG_MSG_GPS_TO_PURSUIT_BREAKER	Criar rota para o quebra-perseguição?
0	AUTO	MENU_POSTRACE_LEG_TWO_TIME	TEMPO DO ESTÁGIO 2
0	AUTO	MENU_POSTRACE_TOTALSPEED_BEHIND	VEL. PARCIAL TOTAL
0	AUTO	MENU_POSTRACE_LOSE_NO_CREW	*VOCÊ PERDEU*
0	AUTO	WM_AQUISITION_SKIP	Pular
0	AUTO	DEMO_QUIT_DEMO	QUIT DEMO
0	AUTO	OL_PREVIOUS_GHOST	PREVIOUS SHADOW
0	AUTO	DIALOG_MSG_GPS_TO_HIDING_SPOT	Criar rota para o ponto cego?
0	AUTO	MENU_POSTRACE_SCORE	PONTUAÇÃO
0	AUTO	MENU_POSTRACE_SPEED	VELOCIDADE
0	AUTO	HUD_CHALLENGE_COMPLETE	META ATINGIDA!^FUJA PARA COMPLETAR!
0	AUTO	MENU_POSTRACE_AVERAGE_DRIFT_SCORE	PONTUAÇÃO MÉDIA
0	AUTO	MENU_POSTRACE_STAGES	ESTÁGIOS
0	AUTO	MENU_POSTRACE_PLAYER_OVERBOARD	CAIU!
0	AUTO	CROSS_CHASE_1	FUJA DO CROSS!
0	AUTO	HUD_COPDESTROYED_COPMIDSIZE	VIATURA CIVIL^RECOMPENSA: %$d
0	AUTO	MENU_POSTRACE_NEW_UNLOCKS	Desbloqueou:
0	AUTO	MENU_POSTRACE_TOO_SLOW	MUITO LENTO!
0	AUTO	QR_GHOST_TRUNCATED	Sorry. You must finish the race within 5 minutes to save your Shadow.
0	AUTO	QR_UPLOADING_GHOST	Uploading your Shadow to the NeedforSpeed.com Leaderboard.
0	AUTO	MENU_POSTRACE_LOSE	*EQUIPE PERDEU*
0	AUTO	MENU_POSTRACE_TIME	TEMPO
