#	Labrune - C:\Users\FH\OneDrive\Games\NFSCO\Project Localization\Organiaztion\vanilla_loc\LANGUAGE\Mexican_Global.bin
#	File created on: 19.04.2026 16:38:12
#
#Chunk	Hash (HEX)	Label	Value
# ---------------------------------------------------------------------------------------------------------
# Chunk 0 - Global
0	AUTO	VINYL_PART_AFTERMARKET_CASTROLSYNTEC	CASTROL SYNTEC
0	AUTO	SMS_MESSAGE_042_SUBJECT	ZONA DE VIGILANCIA
0	AUTO	VINYL_PART_LOGO_CAR	TURBO
0	AUTO	VINYL_PART_LOGO_COP	ESCUDO
0	AUTO	VINYL_PART_LOGO_CUP	TROFEO
0	AUTO	VINYL_PART_LOGO_RAM	BORREGO
0	AUTO	VINYL_PART_LOGO_WMD	COHETE
0	AUTO	ONLINE_XP_REWARD_UNLOCKED	¡Se Llegó al Nivel En Línea XP %d! Has abierto: %s
0	AUTO	VINYL_PART_LOGO_PHOENIX	FÉNIX
0	AUTO	CUST_ROTATECAMERA	Rotar Cámara
0	AUTO	VINYL_PART_NF_HUNGARY	HUNGRÍA
0	AUTO	SUBTITLES_DEMO_MOVIE_1	No esperaba que aparecieras por aquí de nuevo.
0	AUTO	SUBTITLES_DEMO_MOVIE_2	Las cosas han cambiado aquí. Ahora es un campo de batalla.
0	AUTO	SUBTITLES_DEMO_MOVIE_3	Tuners
0	AUTO	SUBTITLES_DEMO_MOVIE_4	Muscles
0	AUTO	SUBTITLES_DEMO_MOVIE_5	Exotics
0	AUTO	SUBTITLES_DEMO_MOVIE_6	Cuadrillas peleando los territorios en la ciudad.
0	AUTO	SUBTITLES_DEMO_MOVIE_7	Y todo se decide en el cañón.
0	AUTO	SUBTITLES_DEMO_MOVIE_8	Pero nunca lo sobrevivirías.
0	AUTO	SUBTITLES_DEMO_MOVIE_9	
0	AUTO	UNLOCKABLE_RHINO	¡Patrulla SUV desbloqueada para Carrera Rápida!
0	AUTO	WM_LEGEND_EVENT	Evento
0	AUTO	VINYL_PART_AFTERMARKET_LUNATI	LUNATI
0	AUTO	BUSTED_FIRST_TIME_MESSAGE	Has sido arrestado por la policía de Palmont City y tu coche ha sido incautado. Puedes pagar tus multas ya sea con dinero o con una tarjeta de Sal de la Cárcel.
0	AUTO	VINYL_PART_BOSS_BUSHIDO	JEFE
0	AUTO	STATS_MAIN_PURSUIT_TITLE	*PERSECUCIÓN*
0	AUTO	ON_LOGIN_RETRIEVEPASS	CONTRASEÑA PERDIDA
0	AUTO	BOSS_AREA_CONQUERED_TEXT	*CONQUISTADO*
0	AUTO	TIP_PURSUITS_HEADER	PERSECUCIÓN^
0	AUTO	CARNAME_PONTIAC_GTO	Pontiac GTO
0	AUTO	VINYL_PART_AFTERMARKET_MATRIX	MATRIX RACING
0	AUTO	SMS_MESSAGE_052_SUBJECT	CARRERAS DEFENSIVAS
0	AUTO	HUD_FINISH_SIXTEEN	TERMINASTE DECIMOSEXTO
0	AUTO	VINYL_PART_AFTERMARKET_MOROSO	MOROSO
0	AUTO	VINYL_PART_AFTERMARKET_MOTEGI	MOTEGI
0	AUTO	PART_COLLECTORS_EDITION_01	Edición Negra 1
0	AUTO	PART_COLLECTORS_EDITION_02	Edición Negra 2
0	AUTO	PART_COLLECTORS_EDITION_03	Edición Negra 3
0	AUTO	PART_HOOD_CF_1	BEAST CF
0	AUTO	PART_HOOD_CF_2	DOUBLE-V CF
0	AUTO	PART_HOOD_CF_3	TRI-SLOT CF
0	AUTO	PART_HOOD_CF_4	SPEED CF
0	AUTO	PART_HOOD_CF_5	G-FORCE CF
0	AUTO	PART_HOOD_CF_6	OVERDIAL CF
0	AUTO	PART_HOOD_CF_7	TRIDENT CF
0	AUTO	PART_HOOD_CF_8	SPEEDLINE CF
0	AUTO	PART_HOOD_CF_9	DUAL-STAGE CF
0	AUTO	MC_CONFIRM_AUTOSAVE_ERROR_XENON	La función Autoguardar no puede guardar tu progreso porque el dispositivo de almacenamiento que has seleccionado ha sido reemplazado o retirado. ¿Te gustaría continuar con el Autoguardar activado?
0	AUTO	COMMON_ABBREV_FT	PIE
0	AUTO	COMMON_ABBREV_KG	Kg
0	AUTO	TIP_ON_ONLINEXP_DESC	¡Aumenta tu nivel de experiencia en línea para desbloquear coches y mejoras exclusivas! Siempre que juegues en línea en cualquier modo, conseguirás puntos de experiencia en línea para avanzar al siguiente nivel. Cuanto más alto quedes en los juegos en línea, más puntos conseguirás. ¡Si alcanzas el nivel 50, desbloquearás el Lotus Europa S personalizado!
0	AUTO	VINYL_PART_2T_997GT3RS	DE DOS TONOS
0	AUTO	CTRL_360_GUIDE	Guía Xbox
0	AUTO	VINYL_SPA_PART_VIRUS_CARBON_PLAGUE	CARBONO PLAGUE
0	AUTO	COMMON_GAME_NAME	Need for Speed™ Carbon
0	AUTO	PERFORMANCE_TUNE_HELP_NITROUS	Ajustar los componentes del nitrosos a Velocidad vs Duración, permite controlar el volumen de nitrosos utilizado. Ajusta a Velocidad para tener un empuje corto con un impacto grande en tu nitroso, o ajusta a Duración para obtener un empuje más tiempo pero con menor impacto.
0	AUTO	TIP_ON_CANYON_BASIC_DESC	En esta carrera de 2 etapas, gana puntos por perseguir al líder.^El jugador que que caiga por el precipicio perderá la carrera inmediatamente.^¡La detección de colisión se desactivará en el duelo de cañón en línea para hacerlo al más puro estilo de conducción de pruebas!
0	AUTO	VINYL_PART_AFTERMARKET_NOLOGY	NOLOGY
0	AUTO	VINYL_PART_LOGO_STEERING_WHEEL	VOLANTE
0	AUTO	VINYL_PART_MANUFACTURER_MCLAREN	MCLAREN
0	AUTO	TIP_GAME_OVER_HEADER	SE TERMINÓ EL JUEGO^
0	AUTO	TIP_WORLDMAP_DESC	Puedes ir a cualquier localidad marcada en tu mapa mundial. De esta manera tu puedes visitar distribuidores de coches, guaridas que le hayas quitado a otras cuadrillas y, claro está, acceso a cualquier pista de carreras donde quieras correr. Puedes hacer esto hasta cuando vagas libremente, siempre y cuando no te esté persiguiendo la policia
0	AUTO	AREA_NAME_001	San Juan
0	AUTO	AREA_NAME_002	Kempton
0	AUTO	AREA_NAME_003	Downtown
0	AUTO	AREA_NAME_004	Fortuna
0	AUTO	AREA_NAME_005	Silverton
0	AUTO	AREA_NAME_006	Canyon
0	AUTO	SMS_MESSAGE_062_SUBJECT	NIVELES DE COCHES
0	AUTO	CART_ITEM_DESC_WINDOW_TINT	Tinte de Vidrios
0	AUTO	CARLIST_PRESET	PERZONALIZADO
0	AUTO	HEADER_REWARD_CARD_GAINED	TARJETAS DE RECOMPENSA GANADAS
0	AUTO	KB_BTN_DONE	Terminado
0	AUTO	PART_ROOF_18_CF_DUAL	TYPHOON CF DUAL
0	AUTO	VINYL_PART_2T_LANCEREVO9	DE DOS TONOS
0	AUTO	TIP_DYNAMIC_PURSUIT_BREAKERS_HEADER	ROMPEPERSECUCIONES DINÁMICOS^
0	AUTO	TIP_GEOGRAPHIC_HEAT_DESC	Revisa tu mapa para ver cuanta actividad policiaca hay en cada zona. Entre más carreras corras en una zona dada, es más seguro que te perseguirán en medio de la misma. También entre más carreras corras en una zona determinada, más policías empezarán a patrullar por ahí. Para bajar la presión, evita correr en esa zona por un rato.^
0	AUTO	VINYL_PART_MANUFACTURER_PORSCHE	PORSCHE
0	AUTO	PURSUIT_STAT_INFRACTIONS	Número de Infracciones
0	AUTO	PART_ROOF_10_DUAL	BLASTBACK DUAL
0	AUTO	SMS_MESSAGE_010_SUBJECT	¿Necesitas gente nueva?
0	AUTO	VINYL_PART_AFTERMARKET_BILSTEIN	BILSTEIN
0	AUTO	RC_NAME_001	En busca de la fama
0	AUTO	RC_NAME_002	Corredor Callejero
0	AUTO	RC_NAME_003	Camino a la Victoria
0	AUTO	RC_NAME_004	Haciendo Dinero
0	AUTO	RC_NAME_005	Botín
0	AUTO	RC_NAME_006	Loco Por La Velocidad
0	AUTO	RC_NAME_007	Como una bala
0	AUTO	RC_NAME_008	Cerrar tratos
0	AUTO	RC_NAME_009	Alma Que Lleva el Diablo
0	AUTO	RC_NAME_010	Sobresaliendo
0	AUTO	RC_NAME_011	Escape
0	AUTO	RC_NAME_012	Mago Escapista
0	AUTO	RC_NAME_013	Vándalo
0	AUTO	RC_NAME_014	Salida Rápida
0	AUTO	RC_NAME_015	Salida de 8 Minutos
0	AUTO	RC_NAME_016	Salida de 12 Minutos
0	AUTO	RC_NAME_017	Un Nuevo Reto
0	AUTO	RC_NAME_018	Retador Novato
0	AUTO	RC_NAME_019	Retador Experto
0	AUTO	RC_NAME_020	Campeón de Retos
0	AUTO	RC_NAME_021	1/4 de Milla
0	AUTO	RC_NAME_022	Pared de Hierro
0	AUTO	RC_NAME_023	Batalla Urbana
0	AUTO	RC_NAME_024	Lote de Coches Chicos
0	AUTO	RC_NAME_025	Nivel de Arcade 2
0	AUTO	RC_NAME_026	Nivel de Arcade 3
0	AUTO	RC_NAME_027	Nivel de Arcade 4
0	AUTO	RC_NAME_028	Nivel de Arcade 5
0	AUTO	RC_NAME_029	Rivales
0	AUTO	RC_NAME_030	Busca Pleitos
0	AUTO	RC_NAME_031	Fabricante
0	AUTO	RC_NAME_032	Llantas de Piedra
0	AUTO	RC_NAME_033	Cambio de Tiempo
0	AUTO	RC_NAME_034	Billete de 20 Mil
0	AUTO	RC_NAME_035	Novato en el derrape
0	AUTO	RC_NAME_036	Demoledor
0	AUTO	RC_NAME_037	Muchos Billetes
0	AUTO	RC_NAME_038	Toda Tu Base
0	AUTO	RC_NAME_039	Conquistador de Cañones
0	AUTO	RC_NAME_040	Premio de Consolación
0	AUTO	RC_NAME_041	Defensor
0	AUTO	RC_NAME_042	Magnate de las Carreras
0	AUTO	RC_NAME_043	Defensear
0	AUTO	RC_NAME_044	Atrabancado
0	AUTO	RC_NAME_045	No te Detengas
0	AUTO	RC_NAME_046	Enemigo Público No. 1
0	AUTO	RC_NAME_047	50 Pistas
0	AUTO	RC_NAME_048	85 Pistas
0	AUTO	RC_NAME_049	Necesidad de Velocidad
0	AUTO	RC_NAME_050	Inbloqueable
0	AUTO	RC_NAME_051	Leyenda Callejera
0	AUTO	RC_NAME_052	Intocable
0	AUTO	RC_NAME_053	Houdini
0	AUTO	RC_NAME_054	Rompebloqueos
0	AUTO	RC_NAME_055	Llantas de Hierro
0	AUTO	RC_NAME_056	Tumbador
0	AUTO	RC_NAME_057	Derrapador
0	AUTO	RC_NAME_058	3 Coches
0	AUTO	RC_NAME_059	Recompensa de 20K
0	AUTO	RC_NAME_060	Recompensa de 50K
0	AUTO	RC_NAME_061	Cazador
0	AUTO	RC_NAME_062	Medalla de Bronce
0	AUTO	RC_NAME_063	Medalla de Plata
0	AUTO	RC_NAME_064	Medalla de Oro
0	AUTO	RC_NAME_065	Aventón
0	AUTO	RC_NAME_066	Llantas de Diamante
0	AUTO	RC_NAME_067	Hule Quemado
0	AUTO	RC_NAME_068	5 Coches
0	AUTO	RC_NAME_069	Casa Llena
0	AUTO	RC_NAME_070	Muscle
0	AUTO	RC_NAME_071	Tuner-Adicto
0	AUTO	RC_NAME_072	Tuner-Aficionado
0	AUTO	RC_NAME_073	Buscaproblemas
0	AUTO	RC_NAME_074	Negociante
0	AUTO	RC_NAME_075	Llantas de Acero
0	AUTO	RC_NAME_076	Derrapador Profesional
0	AUTO	RC_NAME_077	Lote de Coches Grandes
0	AUTO	RC_NAME_078	8 Coches
0	AUTO	RC_NAME_079	Retador Maestro
0	AUTO	RC_NAME_080	Racha Criminal
0	AUTO	RC_NAME_081	El Más Buscado
0	AUTO	RC_NAME_082	Desastre en Movimiento
0	AUTO	RC_NAME_083	Llantas Rápidas
0	AUTO	RC_NAME_084	Rey del Centro
0	AUTO	RC_NAME_085	Número 1
0	AUTO	RC_NAME_086	Conquistador
0	AUTO	RC_NAME_087	Rey de la Calle
0	AUTO	RC_NAME_088	Llantas de Titanio
0	AUTO	RC_NAME_089	Combate Urbano
0	AUTO	RC_NAME_090	Guerrilla Urbana
0	AUTO	RC_NAME_091	Imparable
0	AUTO	RC_NAME_092	Pulverizador
0	AUTO	RC_NAME_093	Correcañones
0	AUTO	RC_NAME_094	Cabeza de Lobo
0	AUTO	RC_NAME_095	Líder de la Cuadrilla
0	AUTO	RC_NAME_096	Coleccionista
0	AUTO	RC_NAME_097	Primera Sangre
0	AUTO	RC_NAME_098	100K
0	AUTO	RC_NAME_099	Momentos Difíciles
0	AUTO	RC_NAME_100	Rey del derrape
0	AUTO	RC_NAME_101	Mano-a-Mano
0	AUTO	RC_NAME_102	Esprinter
0	AUTO	RC_NAME_103	Dínamo Derrapante
0	AUTO	VINYL_PART_LOGO_SCORPION	ALACRÁN
0	AUTO	GAME_ACTION_SHIFTFOURTH	Cuarta
0	AUTO	ALL_CHARACTERS	á é í ó ú ñ ü ç ¿ ¡ ª  º  Á É Í Ó Ú Ñ Ü Ç
0	AUTO	CUST_VINYL_ROTATE	ROTAR
0	AUTO	HUDACTION_ENGAGE_EVENT	ABORDA EL EVENTO
0	AUTO	VINYL_PART_CAMOUFLAGE	CAMU 1
0	AUTO	UNLOCKABLE_INFINITE_CREW_CHARGE	¡Cambio de Cuadrillas Infinito!
0	AUTO	PART_ROOF_11_DUAL	AIRSTREAM DUAL
0	AUTO	WM_INFO_HEADER_RACE_LENGTH	Distancia
0	AUTO	CUST_PERFORM_INFO	Info. Rendimiento
0	AUTO	PART_ROOF_10_CF	BLASTBACK CF
0	AUTO	PART_ROOF_11_CF	AIRSTREAM CF
0	AUTO	PART_ROOF_14_CF	CYCLONE CF
0	AUTO	PART_ROOF_15_CF	TEMPEST CF
0	AUTO	PART_ROOF_17_CF	BACKDRAFT CF
0	AUTO	PART_ROOF_18_CF	TYPHOON CF
0	AUTO	VINYL_PART_AFTERMARKET_QUAIFE	QUAIFE
0	AUTO	DEBUG_UNLOCALIZED	UNLOCALIZED
0	AUTO	FMV_RACESKILLS_NAME_DRAFTER	COLEADOR
0	AUTO	SMS_MESSAGE_020_SUBJECT	Nos vemos en la Guarida
0	AUTO	HUD_KNOCKED_OUT	EN PERSECUCIÓN
0	AUTO	VINYL_PART_AFTERMARKET_CENTERLINE	CENTERLINE
0	AUTO	VINYL_PART_MANUFACTURER_DODGECLASSIC	DODGE
0	AUTO	SMS_TIPS	Consejos
0	AUTO	OL_RICH_PRESENCE_PROPERTY_RANKED	[FOR REFERENCE, RICH PRESENCE] Clasificado
0	AUTO	VINYL_PART_AFTERMARKET_FIDANZA	FIDANZA
0	AUTO	PHOTOMODE_CAPTURE_DIALOG_DEVICE_MAXPHOTOS	Ya tienes 10 Fotos guardadas. ¿Te gustaría sobrescribir tus primeras Fotos guardadas?
0	AUTO	VINYL_PART_AFTERMARKET_I_FORGED	I-FORGED
0	AUTO	OPTIONS_FE_MUSIC_VOL	Volumen de Música FE
0	AUTO	VINYL_PART_AFTERMARKET_YOKOHAMA	YOKOHAMA
0	AUTO	VINYL_PART_STRIPE01	RAYA 1
0	AUTO	VINYL_PART_STRIPE02	RAYA 2
0	AUTO	VINYL_PART_STRIPE03	RAYA 3
0	AUTO	VINYL_PART_STRIPE04	RAYA 4
0	AUTO	VINYL_PART_STRIPE05	RAYA 5
0	AUTO	VINYL_PART_STRIPE06	RAYA 6
0	AUTO	VINYL_PART_STRIPE07	RAYA 7
0	AUTO	VINYL_PART_STRIPE08	RAYA 8
0	AUTO	VINYL_PART_STRIPE09	RAYA 9
0	AUTO	VINYL_PART_STRIPE10	RAYA 10
0	AUTO	VINYL_PART_STRIPE11	RAYA 11
0	AUTO	VINYL_PART_STRIPE12	RAYA 12
0	AUTO	VINYL_PART_STRIPE13	RAYA 13
0	AUTO	VINYL_PART_STRIPE14	RAYA 14
0	AUTO	VINYL_PART_STRIPE15	RAYA 15
0	AUTO	VINYL_PART_STRIPE16	RAYA 16
0	AUTO	VINYL_PART_STRIPE17	RAYA 17
0	AUTO	VINYL_PART_STRIPE18	RAYA 18
0	AUTO	VINYL_PART_STRIPE19	RAYA 19
0	AUTO	VINYL_PART_STRIPE20	RAYA 20
0	AUTO	VINYL_PART_STRIPE21	RAYA 21
0	AUTO	VINYL_PART_STRIPE22	RAYA 22
0	AUTO	VINYL_PART_STRIPE23	RAYA 23
0	AUTO	VINYL_PART_STRIPE24	RAYA 24
0	AUTO	VINYL_PART_STRIPE25	RAYA 25
0	AUTO	VINYL_PART_STRIPE26	RAYA 26
0	AUTO	VINYL_PART_STRIPE27	RAYA 27
0	AUTO	VINYL_PART_STRIPE28	RAYA 28
0	AUTO	WM_INFO_HEADER_RACE_REWARD_ACHIEVED	DESBLOQUEOS CONSEGUIDOS:
0	AUTO	CAR_SELECT_DIALOG_CANT_SELL_ONLY_CAR	Este es tu único coche, regresa cuando tengas más de uno.
0	AUTO	COMMON_ACCEPT	Aceptar
0	AUTO	EA_TRAX_PLAY_STATE_SEQUENTIAL	Secuencial
0	AUTO	STATISTICS_MENU_PLAYER_STATS	ESTADÍSTICAS DE JUGADORES EN LÍNEA
0	AUTO	VINYL_PART_AFTERMARKET_STOPTECH	STOPTECH
0	AUTO	HUD_NEXT_TOLLBOOTH	SIGUIENTE PUNTO DE REFERENCIA:
0	AUTO	VINYL_PART_AFTERMARKET_SKUNK2	SKUNK2 RACING
0	AUTO	TIP_ENGAGE_MECHANIC_DESC	Debes estar atento a iconos de los Distribuidores de Coches y de Carreras cuando estés paseando a través del mundo en Libre Albedrío. Estos iconos te permiten acceder a los Distribuidores de Coches y Carreras. Una vez que estés cerca de un icono, se activa el sistema para involucrarte y el icono se hace visible en la parte superior izquierda de la pantalla.
0	AUTO	VINYL_PART_AFTERMARKET_STILLEN	STILLEN
0	AUTO	VINYL_PART_AFTERMARKET_SPARCO	SPARCO
0	AUTO	HUD_CHALLENGE_INCOMPLETE	¡NO SE COMPLETÓ EL RETO!
0	AUTO	SMS_MESSAGE_030_SUBJECT	DISMINUYENDO LA PRESIÓN
0	AUTO	PHOTOMODE_CAPTURE_DIALOG_UPLOADING	Subiendo Foto a NeedforSpeed.com
0	AUTO	MENU_SPLASH_START_PROMPT_XBOX	Oprime START para iniciar
0	AUTO	CHALLENGE_SERIES_DESC_127	Recorre toda la carretera antes de que se acabe el tiempo.
0	AUTO	CHALLENGE_SERIES_DESC_128	Completa el Reto del Punto de Control de East meets West en menos de 3:10 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_129	Da la vuelta a la ciudad antes de que se acabe el tiempo.
0	AUTO	CHALLENGE_SERIES_DESC_130	Gana una Guerra de Carreras en el Circuito de la Carretera 142 contra un oponente fácil.
0	AUTO	CHALLENGE_SERIES_DESC_131	Gana una Guerra de Carreras en el Circuito de la Calle García contra un oponente intermedio.
0	AUTO	CHALLENGE_SERIES_DESC_132	Gana una Guerra de Carreras en el Circuito de la Ruta 21 contra un oponente difícil.
0	AUTO	CHALLENGE_SERIES_DESC_133	Deshabilita por lo menos %s vehículos de la policía y evade la persecución para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_134	Evade la persecución policiaca después de por lo menos %s minutos en el Nivel de Presión 7 para ganar
0	AUTO	CHALLENGE_SERIES_DESC_135	Deshabilita por lo menos %s patrullas SUV de la policía y evade la persecución para ganar.
0	AUTO	STAT_TOTAL_TIME	Tiempo Total
0	AUTO	VINYL_PART_REWARD_BUSHIDO	BUSHIDO
0	AUTO	PART_ROOF_14_DUAL	CYCLONE DUAL
0	AUTO	PART_PERF_BRAKES_TUNE_01	INCL. TRASERA
0	AUTO	PART_PERF_BRAKES_TUNE_02	INCL. DELANTERA
0	AUTO	ONLINE_XP_REWARD_LEVEL_10	Alerón Autosculpt Guasón
0	AUTO	ONLINE_XP_REWARD_LEVEL_11	Llantas 5Zigen Gravis 1
0	AUTO	ONLINE_XP_REWARD_LEVEL_13	Alerón Dynamo CF
0	AUTO	ONLINE_XP_REWARD_LEVEL_15	Llantas Volk GT-P
0	AUTO	ONLINE_XP_REWARD_LEVEL_16	Alerón Dynamo Autosculpt
0	AUTO	ONLINE_XP_REWARD_LEVEL_17	Llantas O.Z. Superturismo
0	AUTO	ONLINE_XP_REWARD_LEVEL_18	Alerón Autosculpt CF Guasón
0	AUTO	ONLINE_XP_REWARD_LEVEL_20	Alerón Dynamo Autosculpt CF
0	AUTO	ONLINE_XP_REWARD_LEVEL_21	Llantas Tenzo Psycho
0	AUTO	ONLINE_XP_REWARD_LEVEL_22	Vinilo Bonificación Kings
0	AUTO	ONLINE_XP_REWARD_LEVEL_23	Escape Pulso
0	AUTO	ONLINE_XP_REWARD_LEVEL_24	Alerón Phoenix CF
0	AUTO	ONLINE_XP_REWARD_LEVEL_26	Llantas Tenzo Shu 10
0	AUTO	ONLINE_XP_REWARD_LEVEL_27	Llantas Volk CE28
0	AUTO	ONLINE_XP_REWARD_LEVEL_28	Vinilo Bonificación Corazón Negro
0	AUTO	ONLINE_XP_REWARD_LEVEL_29	Llantas Volk TE37
0	AUTO	ONLINE_XP_REWARD_LEVEL_31	Escape Velocidad
0	AUTO	ONLINE_XP_REWARD_LEVEL_32	Llantas Tenzo RS-5
0	AUTO	ONLINE_XP_REWARD_LEVEL_33	Llantas 5Zigen FN01R
0	AUTO	ONLINE_XP_REWARD_LEVEL_35	Alerón Phoenix Autosculpt
0	AUTO	ONLINE_XP_REWARD_LEVEL_36	Llantas O.Z. Opera
0	AUTO	ONLINE_XP_REWARD_LEVEL_38	Vinilo Bonificación Scorpios
0	AUTO	ONLINE_XP_REWARD_LEVEL_40	Alerón Phoenix Autosculpt FC
0	AUTO	ONLINE_XP_REWARD_LEVEL_42	Llantas ADR Sokudo8
0	AUTO	ONLINE_XP_REWARD_LEVEL_44	Vinilo Bonificación Tartan
0	AUTO	ONLINE_XP_REWARD_LEVEL_47	Ruedas Work Euroline S2H
0	AUTO	ONLINE_XP_REWARD_LEVEL_50	Lotus Europa S
0	AUTO	COMMON_GAME_NAME_PS3	Need for Speed (TM) Carbon
0	AUTO	COMMON_GAME_NAME_WII	Need for Speed™ Carbon
0	AUTO	MC_ALIAS_PS2	A
0	AUTO	VINYL_PART_AFTERMARKET_TENZOR	TENZO R
0	AUTO	VINYL_PART_AFTERMARKET_SYNTECBLEND	CASTROL SYNTEC BLEND
0	AUTO	HUD_TOTALLED	¡CHOCASTE!
0	AUTO	COMMON_ORDINAL_EIGHTH	vo
0	AUTO	COMMON_CANCEL	Cancelar
0	AUTO	WII_CONTROL_SCREEN_SENSITIVITY	
0	AUTO	VINYL_PART_ST_CHEVELLE	EXISTENCIA
0	AUTO	MC_GHOST_CAR	Coche Sombra
0	AUTO	PART_ROOF_15_DUAL	TEMPEST DUAL
0	AUTO	COMMON_CUSTOM	Personalizado
0	AUTO	VINYL_PART_AFTERMARKET_BM	B&M
0	AUTO	VINYL_PART_AFTERMARKET_HP	HP
0	AUTO	VINYL_PART_AFTERMARKET_HR	H&R
0	AUTO	VINYL_PART_AFTERMARKET_JL	JL AUDIO
0	AUTO	VINYL_PART_AFTERMARKET_KN	K&N
0	AUTO	VINYL_PART_AFTERMARKET_NX	NITROUS EXPRESS
0	AUTO	VINYL_PART_AFTERMARKET_OZ	OZ RACING
0	AUTO	VINYL_PART_AFTERMARKET_XS	XS ENGINEERING
0	AUTO	CHAL_EVENT_TYPE_CANYON_DRIFT	Derrape del Cañón
0	AUTO	OPTIONS_PC_RES_800X600	800x600
0	AUTO	SMS_MESSAGE_040_SUBJECT	ROMPEPERSECUCIONES DINÁMICOS
0	AUTO	HUD_TIME_BONUS	¡BONIFICACIÓN POR TIEMPO!
0	AUTO	CHALLENGE_RACE_NOTE	¡RETO DE CUADRILLA RIVAL!
0	AUTO	VINYL_PART_AFTERMARKET_CASTROL	CASTROL
0	AUTO	COMMON_ORDINAL_FOURTH	no
0	AUTO	OPTIONS_PC_RESOLUTION	Resolución
0	AUTO	SMS_MESSAGE_060_FROM	Chris
0	AUTO	CARNAME_SHELBY_VINTAGE_GT500_67	Shelby GT500
0	AUTO	COMMON_DELETE	Borrar
0	AUTO	OPTIONS_SAVE_PROMPTS	
0	AUTO	VINYL_PART_VIRUS_KNOCKOUT_FEVER	FIEBRE DE ELIMINACIÓN
0	AUTO	VINYL_PART_AFTERMARKET_RACINGHART	RACINGHART
0	AUTO	HUD_FINISH_EIGHTEEN	TERMINASTE EN DECIMOCTAVO
0	AUTO	CARNAME_TOYOTA_MR2	Toyota MR2
0	AUTO	HELP_INCREASE_STRIKES	Incrementa Aciertos
0	AUTO	VINYL_PART_REWARD_TFK	TFK
