#	Labrune - C:\Users\FH\OneDrive\Games\NFSCO\Project Localization\Organiaztion\vanilla_loc\LANGUAGE\Mexican_Frontend.bin
#	File created on: 19.04.2026 16:37:47
#
#Chunk	Hash (HEX)	Label	Value
# ---------------------------------------------------------------------------------------------------------
# Chunk 0 - Frontend
0	AUTO	CUST_PARTS_WHEELS	LLANTAS
0	AUTO	STAT_NUM_CREW_MEMEBERS_HIRED	Miembros de Cuadrilla Contratados
0	AUTO	MARKER_NAME_DESCRIPTION_CASH	Acabas de conseguir un cantidad de %$d extra en efectivo.
0	AUTO	MARKER_NAME_DESCRIPTION_HOOD	Una mejora única del cofre de cualquiera de tus coches
0	AUTO	MARKER_NAME_DESCRIPTION_RIMS	Una mejora única a las llantas de cualquiera de tus coches.
0	AUTO	MARKER_NAME_DESCRIPTION_TIRE	Una mejora única a las llantas de cualquiera de tus coches.
0	AUTO	PART_KIT01_FRONT_BUMPER	STAG
0	AUTO	LANG_HUNGARIAN_NO_TRANSLATION	MAGYAR
0	AUTO	MC_CREATE	Crear
0	AUTO	CUST_RIDE_HEIGHT_DROP	Altura
0	AUTO	HELP_CAREER_CONTROLS	Controles de Carrera
0	AUTO	PART_KIT07_SKIRT	SLIPSTREAM
0	AUTO	MENU_CREW_STYLE	ESTILO DE CUADRILLA
0	AUTO	POST_RACE_PURSUIT_STATS	Estadísticas de Persecución
0	AUTO	MC_DELETE	Borrar
0	AUTO	MENU_QUICKRACE_GHOST_TIME	Marcador Coche Sombra
0	AUTO	CUST_VINYL_GRADIENT_0_0	GRADIENTE 0
0	AUTO	CUST_VINYL_GRADIENT_1_0	GRADIENTE 1
0	AUTO	RC_NAME_104	10 vehículos de policía
0	AUTO	LANG_SWEDISH	Sueco
0	AUTO	PART_KIT07_REAR_BUMPER	SLIPSTREAM
0	AUTO	MARKER_NAME_PAINT	Mejoras Únicas de Pintura
0	AUTO	GAME_OVER_WINGMEN_BUSTED_DESC	Todos tus complices han sido arrestados y no tienes suficiente dinero para pagar la fianza de ninguno de ellos.
0	AUTO	CUST_VINYL_INNER_GLOW_0	BRILLO INTERNO
0	AUTO	MARKER_NAME_BRAKES	Mejoras Únicas a Frenos
0	AUTO	CUST_VINYL_GROUP_CAMOUFLAGE	CAMUFLAJE
0	AUTO	CARNAME_JAGUAR_XK	Jaguar XK
0	AUTO	DEF_RACE_INFO_OWNERSHIP	Titularidad:
0	AUTO	CUST_PERF_MENU_TIRES	LLANTAS
0	AUTO	CUST_PERF_MENU_TURBO	TURBO
0	AUTO	CUST_PERF_MENU_TRANSMISSION	TRANSMISIÓN
0	AUTO	CARNAME_PORSCHE_CARRERA_GT	Porsche Carrera GT
0	AUTO	MARKER_NAME_CHASSI	Mejoras Únicas a la Suspensión
0	AUTO	STAT_INFRACTIONS_TOTAL	Infracciones (Total)
0	AUTO	MARKER_NAME_DESCRIPTION_PINKSLIP	Has conseguido una tarjeta de embargo sobre el coche del jefe rival. La próxima vez que vayas a tu guarida, éste te estará esperando.
0	AUTO	CAR_SELECT_BUY_CAR	Comprar Coche
0	AUTO	CAR_SELECT_DIALOG_GARAGE_FULL_NOTIFICATION	Tu garage está lleno. Tendrás que vender algunos coches para hacer espacio para más.
0	AUTO	CHAL_CREW_CHALLENGE	Reto de la Cuadrilla
0	AUTO	MARKER_NAME_DECALS	Mejoras Únicas a las Decoraciones
0	AUTO	MENU_CAREER_SAVE_LOAD	GUARDAR
0	AUTO	CARNAME_BMW_M3_GTRE46	BMW M3 GTR
0	AUTO	LANG_POLISH_NO_TRANSLATION	POLSKI
0	AUTO	STAT_TOTAL_CASH	Total de Efectivo Ganado
0	AUTO	CHALLENGE_SERIES_DESC_079	Derrota a un oponente fácil en el Duelo del Cañón en La Perdición del Viajero.
0	AUTO	CHALLENGE_SERIES_DESC_080	Derrota a un oponente intermedio en el Duelo del Cañón en El Valle de Oro.
0	AUTO	CHALLENGE_SERIES_DESC_081	Derrota a un oponente difícil en el Duelo del Cañón en El Paso a la Eternidad.
0	AUTO	CHALLENGE_SERIES_DESC_082	Gana una Carrera del Cañón en El Valle de Oro contra un oponente fácil.
0	AUTO	CHALLENGE_SERIES_DESC_083	Gana una Carrera del Cañón en La Sierra del Cobre contra un oponente intermedio.
0	AUTO	CHALLENGE_SERIES_DESC_084	Gana una Carrera del Cañón en el Cruce del Precipicio contra un oponente difícil.
0	AUTO	CHALLENGE_SERIES_DESC_085	Completa el Reto del Punto de Control de la Plaza Eskuri en menos de 3:44 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_086	Completa el Reto del Punto de Control de la Avenida Rabinowitz en menos de 3:02 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_087	Completa el Reto del Punto de Control del Camino Blackwell en menos de 3:21 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_088	Completa el Reto del Punto de Control de Cumbres Lofty en menos de 2:39 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_089	Completa el Reto del Punto de Control del Filo de la Navaja en menos de 1:25 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_090	Completa el Reto del Punto de Control de Desperation Ridge en menos de 1:55 para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_091	Anota más de 25,000 puntos en este Derrape de Cañón para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_092	Anota más de 100,000 puntos en este Derrape de Cañón para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_093	Anota más de 150,000 puntos en este derrape de Cañón para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_094	Evade la persecución de la policía después de por lo menos %s minutos para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_095	Evade la persecución de la policía después de por lo menos %s minutos para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_096	Evade la persecución de la policía después de por lo menos %s minutos para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_097	Deshabilita por lo menos %s vehículos de la policía y evade la persecución para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_098	Deshabilita por lo menos %s vehículos de la policía y evade la persecución para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_099	Deshabilita por lo menos %s vehículos de la policía y evade la persecución para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_100	Gana una Carrera de Circuito en la Calle Dover contra un oponente fácil.
0	AUTO	CHALLENGE_SERIES_DESC_101	Gana una Carrera de Circuito en Vista Al Mar contra un oponente intermedio.
0	AUTO	CHALLENGE_SERIES_DESC_102	Gana una Carrera de Circuito en Calle Estrellas contra un oponente difícil.
0	AUTO	CHALLENGE_SERIES_DESC_103	Gana una Carrera de Esprint en el Corredor Condo contra un oponente fácil.
0	AUTO	CHALLENGE_SERIES_DESC_104	Gana una Carrera de Esprint en el Parque del Rey contra un oponente intermedio.
0	AUTO	CHALLENGE_SERIES_DESC_105	Gana una Carrera de Esprint en el Camino Canmor contra un oponente difícil.
0	AUTO	CHALLENGE_SERIES_DESC_106	Anota más de 50,000 puntos en este Derrape para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_107	Anota más de 140,000 puntos en este Derrape para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_108	Anota más de 250,000 puntos en este Derrape para ganar.
0	AUTO	CHALLENGE_SERIES_DESC_109	Gana la carrera de Zona de Radar del Millón de Dólares contra un oponente fácil.
0	AUTO	CHALLENGE_SERIES_DESC_110	Gana una Carrera de Zona de Radar en el Parque Infinidad contra un oponente intermedio.
0	AUTO	CHALLENGE_SERIES_DESC_111	Gana una Carrera de Zona de Radar en Vía Eskuri contra un oponente difícil.
0	AUTO	CHALLENGE_SERIES_DESC_112	Gana la Guerra de Carreras del Centro contra un oponente fácil.
0	AUTO	CHALLENGE_SERIES_DESC_113	Gana la Guerra de Carreras Fortuna contra un oponente intermedio.
0	AUTO	CHALLENGE_SERIES_DESC_114	Gana la Guerra de Carreras Silverton contra un oponente difícil.
0	AUTO	LANG_GERMAN_NO_TRANSLATION	DEUTSCH
0	AUTO	OL_BUTTON_TIME_PERIOD	Período de Tiempo
0	AUTO	CLASS_TUNER_DESCRIPTION	Los Tuners dominan en las curvas gracias a su respuesta de manejo.  ^Lo que pierden en las rectas lo ganan en los giros. ^Gracias a su agarre, lo mejor es pisar a fondo en las curvas ^y mandar a los rivales al muro.
0	AUTO	CUST_VISUAL_RIMS_WARNING	Debes tener llantas que no sean de serie para poder pintarlas.
0	AUTO	STAT_COPS_DISABLED_SINGLE	Patrullas Deshabilitadas (una sóla persecución)
0	AUTO	CUST_MAINMENU_RIDE_HEIGHT	ALTURA
0	AUTO	MARKER_NAME_ENGINE	Mejoras Únicas de Motor
0	AUTO	MC_PROMPT_SAVE_PROFILE	¿Quieres habilitar Autoguardar y así guardar tu alias ahora?
0	AUTO	LANG_SPANISH_NO_TRANSLATION	ESPAÑOL
0	AUTO	CUST_PARTS_TOP_TITLE	*TECHO*
0	AUTO	CARNAME_FORD_MUSTANGGT	Ford Mustang GT
0	AUTO	STAT_KNOCKOUT_WINS	Victorias por Eliminación
0	AUTO	SECONDARY_ROLE_HEAT_MAGNET_DESC	DELETE
0	AUTO	CREW_VINYL_WARNING	Advertencia. Si quitas este vinilo ya no podrás volverlo a poner. ¿Deseas continuar?
0	AUTO	MENU_CAREER_CREW	CUADRILLA
0	AUTO	MENU_CAREER_LOAD	CARGAR
0	AUTO	CUST_PARTS_REARBUMPER	DEFENSA TRASERA
0	AUTO	CUST_CHANGE_PAINT_SWATCH	Cambiar Color
0	AUTO	SHOPPING_CART_DLG_DELETE_ALL	Estás a punto de vaciar tu carrito de compras. ¿Estás seguro de que quieres continuar?
0	AUTO	DEBUG_ARRAYSCROLLER	Desplazador de Arreglo
0	AUTO	STAT_PEAK_SCORE	Anotación Pico
0	AUTO	PART_KIT10_REAR_BUMPER	CLÁSICO
0	AUTO	STAT_BEST_PERCENT_AS_RACER	Mejor Porcentaje como Corredor
0	AUTO	CARNAME_LAMBORGHINI_GALLARDO	Lamborghini Gallardo
0	AUTO	STAT_BOUNTY_SINGLE	Recompensa (una sóla persecución)
0	AUTO	MC_AUTOSAVE_WARNING2_XENON	Por favor no apagues tu Xbox 360 mientras el ícono de autoguardar está desplegado.
0	AUTO	VINYLS_MEMORY_WARNING	Ya no puedes agregar más niveles. Ya llegaste al número máximo permitido.^
0	AUTO	CUST_EXHAUST_WARNING	El escape requiere un tipo de defensa que no hay en existencia.
0	AUTO	CUST_PARTS_ROOFSCOOPS	TOMA DE AIRE DEL TECHO
0	AUTO	PART_KIT04_REAR_BUMPER	BORRILLO
0	AUTO	OL_SUBTITLE_GAME_TAG	Gamertag
0	AUTO	MC_AUTOSAVE_WARNING2_PS2	No se debe retirar la memory card (PS2), el control, ni se debe reiniciar/apagar la consola cuando esté desplegado el icono de autoguardar. El hacer esto puede ocasionar de que la información se corrompa.
0	AUTO	MC_AUTOSAVE_WARNING2_PS3	No retires el disco de datos ni el controlador, ni reinicies o apagues la consola mientras aparece el icono de autoguardado, de lo contrario la información puede resultar dañada.
0	AUTO	CUST_PAINT_GROUP_CANDY	DULCE
0	AUTO	CUST_PAINT_GROUP_GLOSS	BRILLO
0	AUTO	CUST_PARTS_SPOILERS_TITLE	*SPOILERS*
0	AUTO	COMMON_RACETYPE_PURSUIT_TAG	Persecución-Turnos
0	AUTO	CUST_PAINT_GROUP_MATTE	MATE
0	AUTO	OL_BUTTON_RACE_TYPE	Tipo de Carrera
0	AUTO	CROSS_SELL_MADDEN07	MADDEN NFL 07
0	AUTO	CUST_PAINT_GROUP_PEARL	PERLA
0	AUTO	QR_NOT_ONLINE_FOR_GHOST	Debes de estar registrado en tu Cuenta En Línea EA para descargar un Coche Sombra de tu tabla de posiciones de EA Nation.  Te puedes registrar manualmente en las Opciones En Línea.
0	AUTO	TITLE_STATISTICS	*ESTADÍSTICAS*
0	AUTO	STAT_HIGHEST_FINE	Multa más Alta
0	AUTO	EA_TRAX_CAR_CLASS_FILTER_USE	Juego específico
0	AUTO	WII_OPT_ERROR	
0	AUTO	MC_AUTOSAVE_WARNING_XBOX	Need for Speed™ Carbon utiliza la función de autoguardar. La información del juego se guarda automáticamente durante el juego en el disco duro cuando el icono de autoguardar parpadea como se detalla a continuación.
0	AUTO	WINGMAN_DESC_RACE_SAMSON	10%% o más en efectivo de bonificación por victoria
0	AUTO	CUST_VINYL_GROUP_PINSTRIPE	RAYAS DELGADAS
0	AUTO	PART_KIT04_SKIRT	BORRILLO
0	AUTO	CHAL_CREW_MODE_ONLINE	En Línea
0	AUTO	PART_WHEEL_GIOVANNA_1	GIOVANNA BRAKE
0	AUTO	PART_WHEEL_GIOVANNA_2	GIOVANNA GELLO
0	AUTO	PART_WHEEL_GIOVANNA_3	GIOVANNA ARARAT
0	AUTO	FABRICATOR_2_POPUP	Incorporar a Colin en tu cuadrilla te permitirá personalizar estos artículos de Autosculpt.
0	AUTO	PART_WHEEL_ADR_1	ADR ADRENALINE
0	AUTO	PART_WHEEL_ADR_2	ADR EMPIRE
0	AUTO	PART_WHEEL_ADR_3	ADR GT-SPORT
0	AUTO	PART_WHEEL_ADR_4	ADR M SPORT
0	AUTO	PART_WHEEL_ADR_5	ADR SOKUDO8
0	AUTO	PART_WHEEL_BBS_1	BBS GT
0	AUTO	PART_WHEEL_BBS_2	BBS RS GT
0	AUTO	PART_WHEEL_BBS_3	BBS LM
0	AUTO	PART_WHEEL_BBS_4	BBS CH
0	AUTO	PART_WHEEL_BBS_5	BBS RK
0	AUTO	PART_WHEEL_BBS_6	BBS RX
0	AUTO	QR_ERROR_DOWNLOADING_GHOST_DATA	Hubo un error al descargar el Coche Sombra
0	AUTO	PART_WHEEL_HRE_1	HRE 943R
0	AUTO	PART_WHEEL_HRE_2	HRE 541R
0	AUTO	PART_WHEEL_HRE_3	HRE 549R
0	AUTO	OL_BUTTON_PLAYER_FILTER	Filtro de Jugador
0	AUTO	MENU_QUICKRACE_OPTIONS_WINGMEN	Miembro de la Cuadrilla
0	AUTO	PART_WHEEL_TSW_1	TSW MONDELLO
0	AUTO	PART_WHEEL_TSW_2	TSW ROCKET 5
0	AUTO	PART_WHEEL_TSW_3	TSW LAGUNA
0	AUTO	ON_ERROR_BAD_USERNAME	El nombre de usuario no es válido. Debe de tener de 4 caracteres sin espacios a 14 caracteres de largo incluyendo espacios. Letras, números y espacios son caracteres aceptables.
0	AUTO	STAT_COST_TO_STATE_SINGLE	Costo Al Estado (una sóla persecución)
0	AUTO	CHAL_SPLIT_MODE_TRANSMISSION_PROMPT	¿%s, te gustaría utilizar una transmisión Manual o Automática?
0	AUTO	WINGMAN_DESC_CAREER_NEVILLE	200 o más en efectivo por victoria
0	AUTO	MARKER_CATEGORY_DESC_PARTS	Estos marcadores pueden incluir Carrocerías, Tomas de Aire para el Techo, Llantas, Cofres y Mejores Spoilers.
0	AUTO	MC_CONFIRM_CREATE_PROFILE_AUTOLOGIN	¿Quieres crear un nuevo alias para guardar la información para entrar en la cuenta automáticamente?
0	AUTO	CREW_MENU_VIEW_BIO_VIDEO	Ver Video de Bio
0	AUTO	STAT_BEST_DRIFT_DISTANCE	Derrapón más largo
0	AUTO	CARNAME_RENAULT_CLIO	Renault Clio V6
0	AUTO	ON_PC_MSG_GAMESETUP_INSTRUCTION	Desde la Pantalla de Configuración del Juego puedes mandar Invitaciones de Juego a tus Amigos, seleccionar coches y chatear con otros jugadores. El Líder del Juego puede establecer las opciones del juego y oprimir ESPACIO para proceder al Salón de Juego. El Salón de Juego permite que otros jugadores en línea se unan antes de iniciar la carrera.
0	AUTO	STAT_PERC_AS_RACER	%% Como Corredor
0	AUTO	CARNAME_TOYOTA_SUPRA	Toyota Supra
0	AUTO	CUST_PARTS_DIALOG_TITLE	Selecciona una parte Estándar o una parte Autosculpt
0	AUTO	MC_CONFIRM_DESTRUCTIVE_LOAD	El cargar un nuevo alias resultará en la pérdida de cualquier cambio sin guardar que se haya hecho bajo el alias actual. ¿Estás seguro de que quieres cargar un nuevo alias?
0	AUTO	RC_WIN_25_CAREER_RACES_DESCRIPTION	Necesitas ganar veinticinco carreras en tu carrera personal
0	AUTO	CUST_PARTS_TOP	TECHO
0	AUTO	CUST_PARTS_EXHAUST	SISTEMA DE ESCAPE
0	AUTO	RC_WIN_10_CAREER_RACES_DESCRIPTION	Necesitas ganar diez carreras en tu carrera personal
0	AUTO	CUST_PARTSELECT_TITLE	*PARTE AUTOSCULPT*
0	AUTO	CHAL_HEADER_BRONZE	Bronce
0	AUTO	CUST_VINYL_GROUP_DECALS	DECORACIONES
0	AUTO	CUST_PARTS_RIMS	LLANTAS
0	AUTO	PERFORMANCE_TUNE_HELP_SUPERCHARGER	El ajustar los componentes del supercargador te permite controlar el tamaño del mismo. Ajústalo con los componentes más pequeños para que el supercargador genere potencia más rápido pero con menos propulsión, o ajústalo con componentes más grandes para que genere mayor propulsión pero en un tiempo mayor.
0	AUTO	MC_AUTOSAVE_WARNING_SPA_PS2	Need for Speed™ Carbono uses an Autosave feature. Game information is automatically saved throughout the game on the memory card (PS2) in MEMORY CARD slot 1 when the Autosave icon flashes as follows.
0	AUTO	MC_AUTOSAVE_WARNING_SPA_PS3	Need for Speed™ Carbono uses an Autosave feature. Game information is automatically saved throughout the game to the HDD when the Autosave icon flashes as follows.
0	AUTO	PART_KIT01_REAR_BUMPER	STAG
0	AUTO	MENU_CAR_CLASS_MODE_TEST_RACE	Carrera de prueba
0	AUTO	PART_KIT06_FRONT_BUMPER	CHICANE
0	AUTO	EA_TRAX_CAR_CLASS_FILTER_DO_NOT_USE	Utiliza Todos los Trax
0	AUTO	LANG_MEXICAN_NO_TRANSLATION	ESPAÑOL
0	AUTO	CUST_VINYL_GROUP_SPECIAL	ESPECIAL
0	AUTO	NGC_ALIAS_MAX	
0	AUTO	MENU_MAIN_CAREER	CARRERA
0	AUTO	CUST_VISUAL_NOLAYERS	POR FAVOR AGREGUE UNA CAPA
0	AUTO	MENU_MAIN_CHALLENGE	SERIE DE RETOS
0	AUTO	CHAL_UNLOCK_REQUIREMENT	Completa %s %s para desbloquear este reto
0	AUTO	QR_INFO_CAR_NAME	Coche
0	AUTO	QR_INFO_CAR_TYPE	Tipo de Coche
0	AUTO	CUST_VINYL_GROUP_BONUS	BONIFICACIÓN
0	AUTO	CHAL_CREW_MODE_SPLIT	Pantalla Dividida
0	AUTO	STAT_CARS_SOLD	Número de Coches Vendidos
0	AUTO	WII_CONTROLLER_SAFETY	
0	AUTO	STAT_BEST_SCORE	Mejor Puntuación Carrera
0	AUTO	CREW_VINYL_EDIT	No puedes editar los vinilos que vienen predefinidos en el coche de miembros del equipo.
0	AUTO	CARNAME_ASTON_MARTIN_DB9	Aston Martin DB9
0	AUTO	CM_SET_AS_WINGMAN	Establecer como Activo
0	AUTO	STAT_BEST_LAP_TIME	Mejor Tiempo de Vuelta
0	AUTO	CART_ITEM_DESC_AS_FRONT_WHEEL	LLANTAS AUTOSCULPT
0	AUTO	PART_WHEEL_5ZIGEN_1	5ZIGEN FN01R
0	AUTO	PART_WHEEL_5ZIGEN_2	5ZIGEN SUPERSIX
0	AUTO	PART_WHEEL_5ZIGEN_3	5ZIGEN 5ZR
0	AUTO	PART_WHEEL_5ZIGEN_4	5ZIGEN GN+
0	AUTO	PART_WHEEL_5ZIGEN_5	5ZIGEN GRAVIS 1
0	AUTO	MENU_CM_UNLOCK_NEW_CREW	Has desbloqueado a un nuevo miembro de la cuadrilla. Puedes contratarlo en la página Mi Cuadrilla.
0	AUTO	CARNAME_NISSAN_SKYLINE	Nissan Skyline GT-R R34
0	AUTO	PART_SPA_DECAL_141	Carbono Logo
0	AUTO	CUST_PERF_MENU_NITROUS	NITROSO
0	AUTO	MC_CONFIRM_SAVE_PROFILE	¿Estás seguro de que quieres guardar tu alias?
0	AUTO	MENU_MAIN_STATISTICS	ESTADÍSTICAS
0	AUTO	MENU_QUICKRACE_OPTIONS_MAX_OPPONENTS	Máximo de Oponentes
0	AUTO	WINGMAN_DESC_CAREER_SAL	Desbloquea carrocerías, cofre y tomas de aire de Autosculpt
0	AUTO	CUST_MAINMENU_RIDEHEIGHT_TITLE	*ALTURA*
0	AUTO	PART_KIT01_SKIRT	STAG
0	AUTO	MARKER_NAME_VINYLS	Mejora Única de Vinilo
0	AUTO	QUICK_RACE_TITLE_SPEEDTRAP	*ZONA DE RADAR*
0	AUTO	MENU_CM_POOL_EMTPY	No hay miembros de cuadrilla disponibles para contratar
0	AUTO	STAT_SPIKE_STRIPS_DODGED_TOTAL	Poncha llantas Evitados (Total)
0	AUTO	MARKER_NAME_DESCRIPTION_BODYKIT	Una mejora única a las carrocerías de cualquiera de tus coches.
0	AUTO	WINGMAN_DESC_RACE_YUMI	Incremento del 25%% al nitroso
0	AUTO	CARNAME_MERCEDES_SL65	Mercedes-Benz SL65 AMG
0	AUTO	CUST_AUTOSCULPT_ZONE10	Zona 10
0	AUTO	STAT_RACES_LOST	Carreras Perdidas
0	AUTO	CUST_MAINMENU_VISUALS_TITLE	*MENÚ DE VISUALES*
0	AUTO	MARKER_NAME_RELEASE	Sacar el coche del corralón
0	AUTO	MARKER_NAME_REDUCE_HEAT	Reducir Presión
0	AUTO	PART_WHEEL_CL_1	CENTER LINE DAGGER
0	AUTO	PART_WHEEL_CL_2	CENTER LINE INDY
0	AUTO	PART_WHEEL_CL_3	CENTER LINE RETRO
0	AUTO	PART_WHEEL_CL_4	CENTER LINE VIKING
0	AUTO	PART_WHEEL_OZ_1	O.Z. SUPERLEGGERA
0	AUTO	PART_WHEEL_OZ_2	O.Z. SUPERTURISMO
0	AUTO	PART_WHEEL_OZ_3	O.Z. OPERA
0	AUTO	PART_WHEEL_OZ_4	O.Z. SUPERLEGGERA III
0	AUTO	PART_WHEEL_OZ_5	O.Z. LEONARDO
0	AUTO	STAT_NUM_BUSTS	Número de Arrestos
0	AUTO	CREW_MENU_FIRE	Despedir
0	AUTO	PART_KIT02_FRONT_BUMPER	SWEEPER
0	AUTO	CREW_BIO_INFO_HEIGHT	Altura:
0	AUTO	CREW_TITLE_HIRE_CREW_MEMBER	*OCUPA MIEMBRO DE CUADRILLA*
0	AUTO	CUST_MAINMENU_WHEEL_PAINT_TITLE	*PINTURA DE LLANTAS*
0	AUTO	STAT_ROADBLOCKS_DODGED_TOTAL	Bloqueos Evitados (total)
0	AUTO	WII_SPLIT_PROMPT	
0	AUTO	HELP_CREW_STYLE	Estilo de Cuadrilla
0	AUTO	PART_WHEEL_FOOSE_1	FOOSE SPEEDSTER
0	AUTO	PART_WHEEL_FOOSE_2	FOOSE SPLITZ
0	AUTO	PART_WHEEL_FOOSE_3	FOOSE NITROUS SILVER
0	AUTO	CUST_VINYL_GROUP_NUMBER	NÚMEROS
0	AUTO	MENU_QUICKRACE_OPTIONS_TRACKING_MODE	Modo de Seguimiento
0	AUTO	RC_WIN_01_CAREER_RACES_DESCRIPTION	Necesitas ganar una carrera en tu carrera personal
0	AUTO	MENU_MAIN_MY_CARS	MIS COCHES
0	AUTO	CUST_VINYL_GROUP_TRIBALBODY	CARROCERIA TRIBAL
0	AUTO	MARKER_CATEGORY_VISUAL	Mejoras Únicas a Aspectos Visuales
0	AUTO	MC_PROMPT_SAVE_AUTOLOGIN_INFO	¿Quieres guardar tu información anterior para entrar en la cuenta automáticamente en tu nuevo alias?
0	AUTO	DEBUG_MENUSCREEN	Menu Screen
0	AUTO	MY_CARS_TITLE	*MIS COCHES*
0	AUTO	CUST_VINYLS_MIRROR_OFF	Espejo Apagado
0	AUTO	MARKER_CATEGORY_PARTS	Mejoras a Partes Únicas
0	AUTO	CARNAME_DODGE_VIPER	Dodge Viper SRT-10
0	AUTO	BOSS_BONUS_CARDS_INFO	Ahora selecciona %$d tarjetas de bonificación de %s.
0	AUTO	CAREER_SELECT_CAR_CLASS_TITLE	*ESCOGE TU CLASE*
0	AUTO	CAR_SELECT_DIALOG_CANNOT_AFFORD_CAR_NOTIFICATION	No tienes suficiente efectivo para comprar este coche. ¡Vete a ganar más carreras!
0	AUTO	OL_STAT_LOSSES	Derrotas Clasificadas
0	AUTO	CARNAME_SHELBY_GT500_67	Shelby GT500
0	AUTO	STATS_DOWNLOADING	Descargando las estadísticas en línea del jugador...
0	AUTO	CAR_CLASS_TESTING_SKIP_TRANSMISSION	Esto es solamente una prueba, no te sientas presionado por ganar. Diviértete
0	AUTO	CUST_VINYL_INNER_SHADOW_0	COCHE SOMBRA INTERNO
0	AUTO	CUST_MAINMENU_RIM_PAINT	PINTURA DE LLANTAS
0	AUTO	MARKER_NAME_DESCRIPTION_TRANSMISSION	Una mejora única a la transmisión de cualquiera de tus coches.
0	AUTO	REWARDS_OBJECTIVE_HEADER	Mini Objetivo
0	AUTO	STAT_FINISH_TIME	Tiempo de Terminación
0	AUTO	MAIN_CARSELECT	SELECCIONAR COCHE
0	AUTO	HELP_OFFLINE_REWARDS	Tarjetas de Recompensa
0	AUTO	CARNAME_CHEVROLET_CAMARO	Chevrolet Camaro SS
0	AUTO	STAT_BEST_SPEEDTRAP	Mejor Z. Radar
